,num,joueur
0,,Richard Kingson
1,,Jason Puncheon
2,,DJ Campbell
3,,Charlie Adam
4,,Keith Southern
5,,Craig Cathcart
6,,Ian Evatt
7,,Gary Taylor-Fletcher
8,,Stephen Crainey
9,,Luke Varney
10,,Alex Baptiste
