,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Nikola Žigić,,rs SRB,FW,30-036,90,0,0,0,,,,1,0,,,,,,,0,,
1,Alexander Hleb,,by BLR,MF,29-183,70,0,0,0,,,,0,0,,,,,,,0,,
2,Cameron Jerome,,eng ENG,FW,24-078,20,0,0,0,,,,0,0,,,,,,,0,,
3,Sebastian Larsson,,se SWE,MF,25-147,90,0,0,0,,,,0,0,,,,,,,0,,
4,Keith Fahey,,ie IRL,MF,27-289,90,0,0,0,,,,0,0,,,,,,,0,,
5,Craig Gardner,,eng ENG,MF,23-340,90,0,0,0,,,,1,0,,,,,,,0,,
6,Barry Ferguson,,sct SCO,MF,32-271,90,0,0,0,,,,0,0,,,,,,,0,,
7,Liam Ridgewell,,eng ENG,DF,26-102,90,0,0,0,,,,0,0,,,,,,,0,,
8,Scott Dann,,eng ENG,DF,23-259,90,0,0,0,,,,1,0,,,,,,,0,,
9,Roger Johnson,,eng ENG,DF,27-186,90,0,0,0,,,,0,0,,,,,,,0,,
10,Stephen Carr,,ie IRL,DF,34-063,90,0,0,0,,,,0,0,,,,,,,0,,
11,Ben Foster,,eng ENG,GK,27-211,90,0,0,0,,,,0,0,,,,,,,0,,
12,12 Players,,,,,990,0,0,0,,,,3,0,,,,,,,0,,
