,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Teemu Pukki,22.0,fi FIN,FW,31-349,90,0,1,0,0,2,1,0,0,28,1,0,2,0.7,0.7,0.4,3,1,12,16,75.0,3,12,1,3,1
1,Milot Rashica,17.0,xk KVX,"LW,RB",25-258,90,0,0,0,0,3,0,0,0,37,2,0,1,0.1,0.1,0.0,2,0,15,21,71.4,3,23,3,6,2
2,Josh Sargent,24.0,us USA,RW,22-021,61,0,0,0,0,1,0,0,0,27,0,1,1,0.0,0.0,0.0,1,0,10,15,66.7,0,14,0,5,2
3,Jon Rowe,46.0,eng ENG,RW,18-317,29,0,0,0,0,2,1,0,0,16,0,0,2,0.2,0.2,0.0,2,0,5,10,50.0,0,10,0,5,3
4,Kenny McLean,23.0,sct SCO,"LM,LW",30-064,90,1,0,0,0,2,2,0,0,38,1,1,0,0.4,0.4,0.0,1,0,20,28,71.4,2,22,0,1,1
5,Pierre Lees-Melou,20.0,fr FRA,CM,28-292,90,0,0,0,0,0,0,0,0,49,0,0,0,0.0,0.0,0.0,0,0,39,46,84.8,4,20,0,3,2
6,Lukas Rupp,7.0,de GER,RM,31-064,45,0,0,0,0,1,0,0,0,25,0,0,1,0.1,0.1,0.0,1,0,7,16,43.8,2,13,3,2,2
7,Mathias Normann,16.0,no NOR,"RM,LM",25-289,45,0,0,0,0,0,0,0,0,27,3,2,0,0.0,0.0,0.0,1,0,5,16,31.3,2,13,0,4,1
8,Brandon Williams,21.0,eng ENG,LB,21-191,90,0,0,0,0,0,0,0,0,65,0,1,0,0.0,0.0,0.1,3,0,41,56,73.2,5,35,2,3,1
9,Ben Gibson,4.0,eng ENG,CB,29-057,90,0,0,0,0,0,0,0,0,57,0,1,1,0.0,0.0,0.0,1,1,38,49,77.6,2,23,0,0,0
10,Ozan Kabak,15.0,tr TUR,CB,21-353,90,0,0,0,0,0,0,0,0,56,1,3,1,0.0,0.0,0.0,0,0,34,47,72.3,4,20,1,1,1
11,Max Aarons,2.0,eng ENG,RB,22-068,87,0,0,0,0,1,0,1,0,76,2,1,1,0.0,0.0,0.0,1,0,43,63,68.3,4,29,4,2,1
12,Billy Gilmour,8.0,sct SCO,RM,20-275,3,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,6,9,66.7,0,4,0,0,0
13,Tim Krul,1.0,nl NED,GK,33-344,90,0,0,0,0,0,0,0,0,45,1,0,0,0.0,0.0,0.6,1,0,38,41,92.7,1,20,0,0,0
14,14 Players,,,,,990,1,1,0,0,12,4,1,0,556,12,10,10,1.5,1.5,1.1,17,2,313,433,72.3,32,258,14,35,17
