,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Simon Cox,,ie IRL,FW,24-191,70,0,0,0,,,,0,0,,,,,,,0,,
1,Youssouf Mulumbu,,cd COD,MF,24-284,20,0,0,0,,,,0,0,,,,,,,0,,
2,Zoltán Gera,,hu HUN,MF,32-197,62,0,0,0,,,,0,0,,,,,,,0,,
3,Somen Tchoyi,,cm CMR,MF,28-221,28,0,0,0,,,,0,0,,,,,,,0,,
4,Jerome Thomas,,eng ENG,"FW,MF",28-227,90,0,0,0,,,,0,0,,,,,,,0,,
5,James Morrison,,sct SCO,"FW,MF",25-164,90,0,0,0,,,,0,0,,,,,,,0,,
6,Graham Dorrans,,sct SCO,"FW,MF",24-184,79,0,0,0,,,,0,0,,,,,,,0,,
7,George Thorne,,eng ENG,MF,18-305,11,0,0,0,,,,0,0,,,,,,,0,,
8,Chris Brunt,,nir NIR,"DF,MF",26-326,90,0,0,0,,,,0,0,,,,,,,0,,
9,Billy Jones,,eng ENG,DF,24-226,90,0,0,0,,,,0,0,,,,,,,0,,
10,Jonas Olsson,,se SWE,DF,28-240,90,0,0,0,,,,0,0,,,,,,,0,,
11,Gareth McAuley,,nir NIR,DF,31-335,90,0,0,0,,,,0,0,,,,,,,0,,
12,Steven Reid,,ie IRL,"DF,MF",30-240,90,0,0,0,,,,0,0,,,,,,,0,,
13,Ben Foster,,eng ENG,GK,28-216,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,0,0,0,,,,0,0,,,,,,,0,,
