,num,joueur
0,,John Ruddy
1,,Kyle Naughton
2,,Bradley Johnson
3,,Ritchie De Laet
4,,Marc Tierney
5,,Anthony Pilkington
6,,Leon Barnett
7,,Andrew Crofts
8,,Grant Holt
9,,Elliott Bennett
10,,Chris Martin
