,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Ollie Watkins,11.0,eng ENG,FW,25-346,90,0,0,0,0,0,0,1,0,30,0,0,2,0.0,0.0,0.2,2,0,15,21,71.4,2,15,2,0,0
1,Ashley Young,18.0,eng ENG,LW,36-155,68,0,0,0,0,1,0,0,0,16,1,0,0,0.0,0.0,0.0,1,0,6,10,60.0,1,13,1,3,2
2,Emi Buendía,10.0,ar ARG,"AM,LW",24-351,22,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,14,17,82.4,2,14,0,0,0
3,Jacob Ramsey,41.0,eng ENG,RW,20-197,73,0,0,0,0,0,0,0,0,14,1,0,1,0.0,0.0,0.0,1,0,8,9,88.9,1,9,1,2,2
4,Danny Ings,20.0,eng ENG,FW,29-141,17,0,0,0,0,1,0,0,0,6,0,0,0,0.1,0.1,0.0,0,0,3,3,100.0,1,2,0,1,0
5,Douglas Luiz,6.0,br BRA,LM,23-216,90,0,0,0,0,2,0,0,0,60,5,0,1,0.0,0.0,0.0,1,0,39,48,81.3,5,30,0,2,2
6,Marvelous Nakamba,19.0,zw ZIM,CM,27-326,56,0,0,0,0,0,0,1,0,31,0,3,1,0.0,0.0,0.0,0,0,17,23,73.9,0,12,0,2,2
7,Morgan Sanson,8.0,fr FRA,CM,27-115,34,0,0,0,0,0,0,0,0,27,2,1,3,0.0,0.0,0.0,0,0,10,19,52.6,1,13,0,3,3
8,John McGinn,7.0,sct SCO,RM,27-054,90,0,0,0,0,0,0,0,0,56,4,0,6,0.0,0.0,0.0,1,0,22,35,62.9,5,26,0,4,1
9,Matt Targett,3.0,eng ENG,LB,26-084,90,0,0,0,0,0,0,0,0,50,4,1,2,0.0,0.0,0.0,2,0,26,41,63.4,5,23,2,0,0
10,Tyrone Mings,5.0,eng ENG,CB,28-273,90,0,0,0,0,0,0,0,0,49,1,2,4,0.0,0.0,0.0,0,0,20,32,62.5,1,19,0,0,0
11,Ezri Konsa,4.0,eng ENG,CB,24-049,90,0,0,0,0,0,0,0,0,39,1,0,3,0.0,0.0,0.0,0,0,23,30,76.7,1,19,0,2,1
12,Matty Cash,2.0,pl POL,RB,24-126,90,0,0,0,0,0,0,0,0,60,2,0,2,0.0,0.0,0.0,0,0,28,46,60.9,4,17,0,0,0
13,Emiliano Martínez,1.0,ar ARG,GK,29-100,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.0,0,0,25,44,56.8,0,24,0,0,0
14,14 Players,,,,,990,0,0,0,0,4,0,2,0,502,21,7,25,0.2,0.2,0.2,8,0,256,378,67.7,29,236,6,19,13
