,num,joueur
0,,David Stockdale
1,,Bryan Ruiz
2,,Steve Sidwell
3,,Philippe Senderos
4,,John Arne Riise
5,,Clint Dempsey
6,,Simon Davies
7,,Stephen Kelly
8,,Damien Duff
9,,Danny Murphy
10,,Brede Hangeland
