,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Manolo Gabbiadini,20.0,it ITA,FW,27-009,69,0,0,0,0,2,0,0,0,21,3,1,1,0.2,0.2,0.1,1,0,7,12,58.3,0,11,0,0,0
1,Charlie Austin,10.0,eng ENG,FW,29-153,21,1,0,0,0,3,2,0,0,13,0,0,0,0.5,0.5,0.0,2,0,5,6,83.3,0,5,1,0,0
2,Nathan Redmond,22.0,eng ENG,"RW,LW",24-274,90,0,0,0,0,1,0,0,0,59,1,1,1,0.0,0.0,0.0,4,0,37,49,75.5,3,42,9,5,2
3,James Ward-Prowse,16.0,eng ENG,"LW,RW",24-034,90,0,0,0,0,3,1,0,0,60,1,0,1,0.6,0.6,0.3,6,0,35,49,71.4,2,30,1,1,1
4,Stuart Armstrong,17.0,sct SCO,AM,26-250,80,0,0,0,0,0,0,0,0,50,0,1,0,0.0,0.0,0.0,3,0,35,44,79.5,3,29,1,2,1
5,Mohamed Elyounoussi,11.0,no NOR,AM,24-123,10,0,0,0,0,1,0,0,0,7,1,0,0,0.2,0.2,0.0,0,0,4,6,66.7,0,3,0,0,0
6,Pierre Højbjerg,23.0,dk DEN,DM,23-122,87,0,0,0,0,4,2,0,0,74,2,0,0,0.1,0.1,0.0,3,0,53,60,88.3,3,43,0,1,0
7,Oriol Romeu,14.0,es ESP,DM,27-072,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,1,2,0,0,0
8,Steven Davis,8.0,nir NIR,DM,33-338,90,0,1,0,0,0,0,0,0,76,2,0,2,0.0,0.0,0.5,7,1,62,65,95.4,6,42,0,0,0
9,Matt Targett,33.0,eng ENG,LB,23-078,90,0,0,0,0,1,0,0,0,66,2,1,1,0.0,0.0,0.0,0,0,37,55,67.3,1,32,0,0,0
10,Maya Yoshida,3.0,jp JPN,CB,30-103,90,0,0,0,0,1,0,0,0,56,0,3,0,0.1,0.1,0.2,2,1,40,50,80.0,3,34,0,0,0
11,Jack Stephens,5.0,eng ENG,CB,24-312,90,0,0,0,0,0,0,0,0,52,2,1,3,0.0,0.0,0.0,1,0,33,41,80.5,2,30,0,1,1
12,Cédric Soares,2.0,pt POR,RB,27-096,90,0,0,0,0,2,0,0,0,70,1,1,1,0.0,0.0,0.1,4,0,50,63,79.4,6,40,7,2,2
13,Alex McCarthy,1.0,eng ENG,GK,29-002,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,7,21,33.3,0,10,0,0,0
14,14 Players,,,,,990,1,1,0,0,18,5,0,0,632,15,9,10,1.7,1.7,1.1,33,2,408,524,77.9,30,353,19,12,7
