,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
16,2015-11-01,16:00 ,Premier League,Matchweek 11,Sun,Home,W,2,0,Bournemouth,49,"31,229",José Fonte,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/aabc5427/Southampton-Bournemouth-November-1-2015-Premier-League,
17,2015-11-07,15:00 ,Premier League,Matchweek 12,Sat,Away,W,1,0,Sunderland,64,"41,781",José Fonte,4-1-4-1,Mike Jones,https://fbref.com/en/matches/285d483a/Sunderland-Southampton-November-7-2015-Premier-League,
18,2015-11-21,15:00 ,Premier League,Matchweek 13,Sat,Home,L,0,1,Stoke City,58,"30,039",José Fonte,4-2-3-1,Lee Mason,https://fbref.com/en/matches/2acc02f8/Southampton-Stoke-City-November-21-2015-Premier-League,
19,2015-11-28,15:00 ,Premier League,Matchweek 14,Sat,Away,L,1,3,Manchester City,54,"54,102",José Fonte,4-1-4-1,Roger East,https://fbref.com/en/matches/98d93343/Manchester-City-Southampton-November-28-2015-Premier-League,
21,2015-12-05,15:00 ,Premier League,Matchweek 15,Sat,Home,D,1,1,Aston Villa,63,"29,645",José Fonte,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/0925bd5b/Southampton-Aston-Villa-December-5-2015-Premier-League,
22,2015-12-12,15:00 ,Premier League,Matchweek 16,Sat,Away,L,0,1,Crystal Palace,56,"24,914",José Fonte,3-4-3,Mike Dean,https://fbref.com/en/matches/75412be9/Crystal-Palace-Southampton-December-12-2015-Premier-League,
23,2015-12-19,15:00 ,Premier League,Matchweek 17,Sat,Home,L,0,2,Tottenham,51,"31,636",José Fonte,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/2bb1225e/Southampton-Tottenham-Hotspur-December-19-2015-Premier-League,
24,2015-12-26,19:45 ,Premier League,Matchweek 18,Sat,Home,W,4,0,Arsenal,35,"31,669",José Fonte,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/286d0196/Southampton-Arsenal-December-26-2015-Premier-League,
25,2015-12-28,17:30 ,Premier League,Matchweek 19,Mon,Away,L,1,2,West Ham,51,"34,977",José Fonte,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/2333c8df/West-Ham-United-Southampton-December-28-2015-Premier-League,
26,2016-01-02,15:00 ,Premier League,Matchweek 20,Sat,Away,L,0,1,Norwich City,58,"27,022",José Fonte,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/151c29cc/Norwich-City-Southampton-January-2-2016-Premier-League,
28,2016-01-13,19:45 ,Premier League,Matchweek 21,Wed,Home,W,2,0,Watford,51,"28,399",José Fonte,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/9d8a519a/Southampton-Watford-January-13-2016-Premier-League,
29,2016-01-16,15:00 ,Premier League,Matchweek 22,Sat,Home,W,3,0,West Brom,56,"29,622",José Fonte,3-4-3,Martin Atkinson,https://fbref.com/en/matches/37bbfd24/Southampton-West-Bromwich-Albion-January-16-2016-Premier-League,
30,2016-01-23,15:00 ,Premier League,Matchweek 23,Sat,Away,W,1,0,Manchester Utd,45,"75,408",José Fonte,3-4-3,Mike Jones,https://fbref.com/en/matches/12035b2a/Manchester-United-Southampton-January-23-2016-Premier-League,
31,2016-02-02,19:45 ,Premier League,Matchweek 24,Tue,Away,D,0,0,Arsenal,33,"60,044",José Fonte,4-2-3-1,Lee Mason,https://fbref.com/en/matches/95b5d3e4/Arsenal-Southampton-February-2-2016-Premier-League,
32,2016-02-06,17:30 ,Premier League,Matchweek 25,Sat,Home,W,1,0,West Ham,35,"29,161",José Fonte,3-4-3,Mark Clattenburg,https://fbref.com/en/matches/031afa26/Southampton-West-Ham-United-February-6-2016-Premier-League,
33,2016-02-13,15:00 ,Premier League,Matchweek 26,Sat,Away,W,1,0,Swansea City,46,"20,890",José Fonte,3-5-2,Jonathan Moss,https://fbref.com/en/matches/2c49abac/Swansea-City-Southampton-February-13-2016-Premier-League,
34,2016-02-27,15:00 ,Premier League,Matchweek 27,Sat,Home,L,1,2,Chelsea,35,"31,688",José Fonte,3-5-2,Martin Atkinson,https://fbref.com/en/matches/bf4ae13b/Southampton-Chelsea-February-27-2016-Premier-League,
35,2016-03-01,19:45 ,Premier League,Matchweek 28,Tue,Away,L,0,2,Bournemouth,55,"11,033",José Fonte,3-4-3,Mike Dean,https://fbref.com/en/matches/b9214ee0/Bournemouth-Southampton-March-1-2016-Premier-League,
36,2016-03-05,15:00 ,Premier League,Matchweek 29,Sat,Home,D,1,1,Sunderland,65,"31,458",José Fonte,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/e144da5b/Southampton-Sunderland-March-5-2016-Premier-League,
37,2016-03-12,15:00 ,Premier League,Matchweek 30,Sat,Away,W,2,1,Stoke City,39,"27,833",Steven Davis,4-4-2,Lee Mason,https://fbref.com/en/matches/f977d34e/Stoke-City-Southampton-March-12-2016-Premier-League,
38,2016-03-20,13:30 ,Premier League,Matchweek 31,Sun,Home,W,3,2,Liverpool,49,"31,596",José Fonte,4-4-2,Roger East,https://fbref.com/en/matches/2a17d640/Southampton-Liverpool-March-20-2016-Premier-League,
39,2016-04-03,13:30 ,Premier League,Matchweek 32,Sun,Away,L,0,1,Leicester City,54,"32,071",José Fonte,3-4-3,Michael Oliver,https://fbref.com/en/matches/c7cfa0ab/Leicester-City-Southampton-April-3-2016-Premier-League,
40,2016-04-09,15:00 ,Premier League,Matchweek 33,Sat,Home,W,3,1,Newcastle Utd,51,"31,542",José Fonte,4-2-3-1,Robert Madley,https://fbref.com/en/matches/1fd8c0e8/Southampton-Newcastle-United-April-9-2016-Premier-League,
41,2016-04-16,15:00 ,Premier League,Matchweek 34,Sat,Away,D,1,1,Everton,51,"36,761",José Fonte,4-4-2,Craig Pawson,https://fbref.com/en/matches/609038dc/Everton-Southampton-April-16-2016-Premier-League,
42,2016-04-23,15:00 ,Premier League,Matchweek 35,Sat,Away,W,4,2,Aston Villa,58,"29,729",José Fonte,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/60ebc884/Aston-Villa-Southampton-April-23-2016-Premier-League,
43,2016-05-01,16:30 ,Premier League,Matchweek 36,Sun,Home,W,4,2,Manchester City,40,"31,472",José Fonte,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/bf0ff891/Southampton-Manchester-City-May-1-2016-Premier-League,
44,2016-05-08,13:30 ,Premier League,Matchweek 37,Sun,Away,W,2,1,Tottenham,30,"35,748",José Fonte,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/6c33b99a/Tottenham-Hotspur-Southampton-May-8-2016-Premier-League,
45,2016-05-15,15:00 ,Premier League,Matchweek 38,Sun,Home,W,4,1,Crystal Palace,50,"31,313",José Fonte,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/02d04e18/Southampton-Crystal-Palace-May-15-2016-Premier-League,
