,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,David McGoldrick,17.0,ie IRL,"LM,FW",32-297,30,3,7,42.9,47,2,0,1,0.0,2,4,50.0,0,0,,0,0.0,0.0,0,1,0,0,0
1,Ethan Ampadu,22.0,wls WAL,CB,20-007,60,5,9,55.6,81,25,2,3,66.7,3,4,75.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0
2,Oliver Burke,14.0,sct SCO,FW,23-167,90,5,9,55.6,50,18,4,7,57.1,0,0,,0,0,,0,0.0,0.5,0,0,1,0,1
3,John Fleck,4.0,sct SCO,"LM,CM",29-028,62,8,12,66.7,72,30,3,3,100.0,2,3,66.7,0,2,0.0,0,0.0,0.0,0,0,1,0,1
4,Ben Osborn,23.0,eng ENG,LM,26-047,28,9,15,60.0,155,79,4,6,66.7,5,5,100.0,0,2,0.0,0,0.0,0.1,0,0,0,0,0
5,Sander Berge,8.0,no NOR,CM,22-220,90,14,21,66.7,221,36,6,9,66.7,5,6,83.3,1,4,25.0,0,0.0,0.0,0,0,0,0,2
6,John Lundstram,7.0,eng ENG,"CM,RM",26-216,90,17,33,51.5,296,93,8,12,66.7,6,9,66.7,2,9,22.2,0,0.0,0.0,1,1,0,0,3
7,Enda Stevens,3.0,ie IRL,"LB,WB",30-074,90,17,29,58.6,274,167,8,10,80.0,7,14,50.0,1,3,33.3,0,0.0,0.0,0,1,0,0,2
8,George Baldock,2.0,gr GRE,"RB,WB",27-196,90,21,28,75.0,257,83,14,15,93.3,6,10,60.0,0,2,0.0,0,0.0,0.0,0,2,0,0,3
9,Jack O'Connell,5.0,eng ENG,CB,26-176,90,17,26,65.4,328,189,5,5,100.0,9,12,75.0,3,6,50.0,0,0.0,0.0,0,0,0,0,0
10,John Egan,12.0,ie IRL,CB,27-337,11,2,4,50.0,44,29,0,0,,2,2,100.0,0,2,0.0,0,0.0,0.0,0,1,0,0,1
11,Chris Basham,6.0,eng ENG,"RM,CB",32-063,67,9,15,60.0,109,48,3,5,60.0,4,5,80.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1
12,Oliver McBurnie,9.0,sct SCO,"RM,FW",24-109,23,4,10,40.0,46,7,4,9,44.4,0,1,0.0,0,0,,0,0.1,0.0,1,1,0,0,0
13,Aaron Ramsdale,1.0,eng ENG,GK,22-130,90,11,34,32.4,635,610,0,0,,1,1,100.0,10,33,30.3,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,911,142,252,56.3,2615,1416,61,85,71.8,52,76,68.4,17,65,26.2,0,0.1,0.6,2,10,2,0,14
