,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
1,2022-08-06,12:30 ,Premier League,Matchweek 1,Sat,Away,D,2,2,Fulham,1.2,1.2,67,"22,207",Jordan Henderson,4-3-3,Andy Madley,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,
2,2022-08-15,20:00 ,Premier League,Matchweek 2,Mon,Home,D,1,1,Crystal Palace,2.0,1.0,72,"52,970",James Milner,4-3-3,Paul Tierney,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,
3,2022-08-22,20:00 ,Premier League,Matchweek 3,Mon,Away,L,1,2,Manchester Utd,1.3,1.8,70,"74,147",Jordan Henderson,4-3-3,Michael Oliver,https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,
4,2022-08-27,15:00 ,Premier League,Matchweek 4,Sat,Home,W,9,0,Bournemouth,3.3,0.3,69,"53,328",Jordan Henderson,4-3-3,Stuart Attwell,https://fbref.com/en/matches/de515487/Liverpool-Bournemouth-August-27-2022-Premier-League,
5,2022-08-31,20:00 ,Premier League,Matchweek 5,Wed,Home,W,2,1,Newcastle Utd,1.5,0.7,72,"53,316",Jordan Henderson,4-3-3,Andre Marriner,https://fbref.com/en/matches/ac6047cf/Liverpool-Newcastle-United-August-31-2022-Premier-League,
6,2022-09-03,12:30 ,Premier League,Matchweek 6,Sat,Away,D,0,0,Everton,2.1,1.7,61,"39,240",Virgil van Dijk,4-3-3,Anthony Taylor,https://fbref.com/en/matches/073227b6/Merseyside-Derby-Everton-Liverpool-September-3-2022-Premier-League,
9,2022-10-01,15:00 ,Premier League,Matchweek 9,Sat,Home,D,3,3,Brighton,1.5,1.4,54,"53,320",Jordan Henderson,4-3-3,Andy Madley,https://fbref.com/en/matches/aadd2e80/Liverpool-Brighton-and-Hove-Albion-October-1-2022-Premier-League,
11,2022-10-09,16:30 ,Premier League,Matchweek 10,Sun,Away,L,2,3,Arsenal,1.1,2.7,57,"60,059",Jordan Henderson,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/84a48413/Arsenal-Liverpool-October-9-2022-Premier-League,
13,2022-10-16,16:30 ,Premier League,Matchweek 11,Sun,Home,W,1,0,Manchester City,2.1,1.0,37,"53,286",James Milner,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/2ed4b79f/Liverpool-Manchester-City-October-16-2022-Premier-League,
14,2022-10-19,19:30 ,Premier League,Matchweek 12,Wed,Home,W,1,0,West Ham,1.7,1.7,54,"52,982",Jordan Henderson,4-4-2,Stuart Attwell,https://fbref.com/en/matches/dba5c5ec/Liverpool-West-Ham-United-October-19-2022-Premier-League,
15,2022-10-22,12:30 ,Premier League,Matchweek 13,Sat,Away,L,0,1,Nott'ham Forest,1.6,1.9,75,"29,245",James Milner,4-4-2,Paul Tierney,https://fbref.com/en/matches/f92b67c2/Nottingham-Forest-Liverpool-October-22-2022-Premier-League,
17,2022-10-29,19:45 ,Premier League,Matchweek 14,Sat,Home,L,1,2,Leeds United,1.7,1.8,68,"53,274",Virgil van Dijk,4-1-2-1-2◆,Michael Oliver,https://fbref.com/en/matches/b5b1e744/Liverpool-Leeds-United-October-29-2022-Premier-League,
19,2022-11-06,16:30 ,Premier League,Matchweek 15,Sun,Away,W,2,1,Tottenham,1.2,1.2,53,"62,008",Virgil van Dijk,4-1-2-1-2◆,Andy Madley,https://fbref.com/en/matches/2954504d/Tottenham-Hotspur-Liverpool-November-6-2022-Premier-League,
21,2022-11-12,15:00 ,Premier League,Matchweek 16,Sat,Home,W,3,1,Southampton,1.9,1.1,60,"53,331",Virgil van Dijk,4-3-3,Simon Hooper,https://fbref.com/en/matches/1579d34b/Liverpool-Southampton-November-12-2022-Premier-League,
23,2022-12-26,17:30 ,Premier League,Matchweek 17,Mon,Away,W,3,1,Aston Villa,2.7,1.4,52,"42,085",Jordan Henderson,4-3-3,Paul Tierney,https://fbref.com/en/matches/ab7d4465/Aston-Villa-Liverpool-December-26-2022-Premier-League,
24,2022-12-30,20:00 ,Premier League,Matchweek 18,Fri,Home,W,2,1,Leicester City,2.2,1.0,57,"53,343",Jordan Henderson,4-3-3,Craig Pawson,https://fbref.com/en/matches/c5e4ccf5/Liverpool-Leicester-City-December-30-2022-Premier-League,
25,2023-01-02,17:30 ,Premier League,Matchweek 19,Mon,Away,L,1,3,Brentford,2.0,1.7,72,"17,163",Virgil van Dijk,4-3-3,Stuart Attwell,https://fbref.com/en/matches/af6aa183/Brentford-Liverpool-January-2-2023-Premier-League,
