,num,joueur
0,1,Dean Henderson
1,4,Joe Worrall
2,5,Orel Mangala
3,9,Taiwo Awoniyi
4,10,Morgan Gibbs-White
5,20,Brennan Johnson
6,22,Ryan Yates
7,23,Remo Freuler
8,24,Serge Aurier
9,30,Willy Boly
10,32,Renan Lodi
