,num,joueur
0,,Ben Foster
1,,James Morrison
2,,Graham Dorrans
3,,Steven Reid
4,,Gareth McAuley
5,,Morgan Amalfitano
6,,Youssouf Mulumbu
7,,Liam Ridgewell
8,,Craig Dawson
9,,Stéphane Sessègnon
10,,Matěj Vydra
