,num,joueur
0,,Marcus Hahnemann
1,,Kevin Doyle
2,,Richard Stearman
3,,David Edwards
4,,Christophe Berra
5,,Stephen Ward
6,,Michael Mancienne
7,,Kevin Foley
8,,Nenad Milijaš
9,,Matthew Jarvis
10,,Karl Henry
