,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Alexandre Lacazette,9.0,fr FRA,FW,26-208,90,33,0,2,11,20,8,33,3,0,0.0,3,100.0,21,91,30,3,0,3,2,5,22,9
1,Alexis Sánchez,7.0,cl CHI,LW,29-003,88,60,1,6,24,31,6,60,2,1,50.0,1,50.0,44,265,80,3,1,2,4,2,44,12
2,Theo Walcott,14.0,eng ENG,RW,28-281,2,3,0,0,0,3,0,3,1,1,100.0,0,0.0,1,24,14,1,0,0,0,0,2,2
3,Alex Iwobi,17.0,ng NGA,RW,21-233,77,40,1,6,18,17,2,40,0,0,,0,,28,187,92,2,1,1,4,1,27,9
4,Danny Welbeck,23.0,eng ENG,"RW,LW",27-026,13,3,0,0,2,1,0,3,0,0,,0,,2,0,0,0,0,0,1,0,2,0
5,Mesut Özil,11.0,de GER,AM,29-068,90,77,0,2,44,31,3,77,0,0,,0,,62,448,224,7,5,0,3,1,59,6
6,Granit Xhaka,29.0,ch SUI,DM,25-086,90,70,2,13,46,13,2,70,0,0,,0,,48,169,63,2,1,0,3,0,46,2
7,Jack Wilshere,10.0,eng ENG,DM,25-355,90,53,3,14,31,10,2,53,4,4,100.0,0,0.0,38,287,182,7,5,2,2,3,31,0
8,Ainsley Maitland-Niles,30.0,eng ENG,LB,20-115,90,66,4,27,35,5,0,66,0,0,,0,,38,171,36,0,1,0,2,3,39,2
9,Nacho Monreal,18.0,es ESP,CB,31-299,45,43,2,21,21,1,0,43,1,1,100.0,0,0.0,22,90,60,1,0,0,0,0,24,0
10,Shkodran Mustafi,20.0,de GER,CB,25-249,45,44,3,19,24,2,0,44,0,0,,0,,26,167,114,0,0,0,0,0,26,0
11,Laurent Koscielny,6.0,fr FRA,CB,32-103,90,67,4,29,38,1,0,67,0,0,,0,,35,196,115,0,0,0,1,0,34,0
12,Héctor Bellerín,24.0,es ESP,RB,22-278,90,67,5,15,31,21,2,67,1,1,100.0,0,0.0,39,142,83,0,2,0,1,2,42,10
13,Petr Čech,33.0,cz CZE,GK,35-216,90,44,42,44,0,0,0,44,0,0,,0,,26,162,124,0,0,0,0,0,14,0
14,14 Players,,,,,990,670,67,198,325,156,25,670,12,8,66.7,4,33.3,430,2399,1217,26,16,8,23,17,412,52
