,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Kenneth Zohore,10.0,dk DEN,FW,24-199,90,0,0,0,3,4,1,0,0,0,0,0,0,5,5,13,27.8
1,Josh Murphy,11.0,eng ENG,LW,23-175,77,0,0,0,1,3,0,7,2,1,0,0,0,4,2,3,40.0
2,Nathaniel Mendez-Laing,19.0,gt GUA,RW,26-125,13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
3,Junior Hoilett,33.0,ca CAN,"RW,LW",28-074,82,0,0,0,1,2,0,4,2,2,0,0,0,3,2,2,50.0
4,Callum Paterson,13.0,sct SCO,AM,23-309,8,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,100.0
5,Harry Arter,7.0,ie IRL,"LM,DM",28-233,90,1,0,0,3,0,1,0,1,5,0,0,0,8,1,2,33.3
6,Joe Ralls,8.0,eng ENG,"CM,DM",24-310,90,0,0,0,1,0,0,9,1,0,0,0,0,5,0,3,0.0
7,Víctor Camarasa,21.0,es ESP,RM,24-082,75,1,0,0,1,3,0,0,1,1,0,0,0,6,0,0,
8,Bobby Reid,14.0,jm JAM,"LW,AM",25-197,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
9,Joe Bennett,3.0,eng ENG,LB,28-143,90,0,0,0,0,2,0,1,1,1,0,0,0,4,4,2,66.7
10,Sol Bamba,22.0,ci CIV,CB,33-217,90,0,0,0,2,0,0,0,1,0,0,0,0,4,9,3,75.0
11,Sean Morrison,4.0,eng ENG,CB,27-222,90,0,0,0,1,2,0,0,2,0,0,1,0,5,5,2,71.4
12,Bruno Ecuele Manga,5.0,ga GAB,RB,30-033,90,0,0,0,1,0,0,0,1,2,0,0,0,3,3,2,60.0
13,Neil Etheridge,1.0,ph PHI,GK,28-192,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
14,14 Players,,,,,990,2,0,0,14,16,2,23,12,12,0,1,0,52,34,33,50.7
