,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
1,2011-08-22,,Premier League,Matchweek 2,Mon,Away,L,0,3,Manchester Utd,,"75,498",,4-4-1-1,Lee Probert,https://fbref.com/en/matches/64de8fdc/Manchester-United-Tottenham-Hotspur-August-22-2011-Premier-League,
3,2011-08-28,,Premier League,Matchweek 3,Sun,Home,L,1,5,Manchester City,,"36,150",,4-4-1-1,Phil Dowd,https://fbref.com/en/matches/ce1de45e/Tottenham-Hotspur-Manchester-City-August-28-2011-Premier-League,
4,2011-09-10,,Premier League,Matchweek 4,Sat,Away,W,2,0,Wolves,,"25,274",,4-4-2,Peter Walton,https://fbref.com/en/matches/b094da96/Wolverhampton-Wanderers-Tottenham-Hotspur-September-10-2011-Premier-League,
6,2011-09-18,,Premier League,Matchweek 5,Sun,Home,W,4,0,Liverpool,,"36,129",,4-4-2,Mike Jones,https://fbref.com/en/matches/83c313ac/Tottenham-Hotspur-Liverpool-September-18-2011-Premier-League,
7,2011-09-24,,Premier League,Matchweek 6,Sat,Away,W,2,1,Wigan Athletic,,"18,788",,4-2-3-1,Jon Moss,https://fbref.com/en/matches/b206d05c/Wigan-Athletic-Tottenham-Hotspur-September-24-2011-Premier-League,
9,2011-10-02,,Premier League,Matchweek 7,Sun,Home,W,2,1,Arsenal,,"36,274",,4-4-2,Mike Dean,https://fbref.com/en/matches/84fcea0c/North-London-Derby-Tottenham-Hotspur-Arsenal-October-2-2011-Premier-League,
10,2011-10-16,,Premier League,Matchweek 8,Sun,Away,D,2,2,Newcastle Utd,,"46,420",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/03acf974/Newcastle-United-Tottenham-Hotspur-October-16-2011-Premier-League,
12,2011-10-23,,Premier League,Matchweek 9,Sun,Away,W,2,1,Blackburn,,"22,786",,4-4-1-1,Stuart Attwell,https://fbref.com/en/matches/843b5241/Blackburn-Rovers-Tottenham-Hotspur-October-23-2011-Premier-League,
13,2011-10-30,,Premier League,Matchweek 10,Sun,Home,W,3,1,QPR,,"36,147",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/e6d673ee/Tottenham-Hotspur-Queens-Park-Rangers-October-30-2011-Premier-League,
15,2011-11-06,,Premier League,Matchweek 11,Sun,Away,W,3,1,Fulham,,"25,698",,4-4-1-1,Peter Walton,https://fbref.com/en/matches/98c2cecf/Fulham-Tottenham-Hotspur-November-6-2011-Premier-League,
