,num,joueur
0,,Mark Schwarzer
1,,Ashkan Dejagah
2,,Brede Hangeland
3,,John Arne Riise
4,,Philippe Senderos
5,,Damien Duff
6,,Steve Sidwell
7,,Giorgos Karagounis
8,,Dimitar Berbatov
9,,Bryan Ruiz
10,,Sascha Riether
