,num,joueur
0,,Roger Johnson
1,,Lee Bowyer
2,,Stephen Carr
3,,Martin Jiránek
4,,Liam Ridgewell
5,,Cameron Jerome
6,,Alexander Hleb
7,,Craig Gardner
8,,Sebastian Larsson
9,,
10,,Colin Doyle
