,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Raúl Jiménez,9.0,mx MEX,FW,29-145,90,50,1,4,27,19,6,50,3,1,33.3,2,66.7,25,93,40,1,0,0,6,3,42,7
1,Pedro Neto,7.0,pt POR,"LW,RW",20-202,90,53,0,1,29,26,3,53,7,3,42.9,4,57.1,37,340,195,6,6,2,4,2,44,12
2,Adama Traoré,37.0,es ESP,RW,24-246,61,38,0,0,22,19,0,38,10,8,80.0,2,20.0,28,271,154,9,4,0,1,2,36,6
3,Fábio Silva,17.0,pt POR,LW,18-070,29,24,0,0,13,11,4,24,1,0,0.0,1,100.0,17,77,25,1,0,0,1,3,21,2
4,Rúben Vinagre,29.0,pt POR,LM,21-171,90,74,2,21,31,23,0,74,0,0,,0,,36,141,95,2,3,0,1,2,45,7
5,João Moutinho,28.0,pt POR,CM,34-019,72,82,0,9,63,12,0,82,0,0,,0,,56,324,183,2,2,0,1,0,67,0
6,Vitinha,20.0,pt POR,CM,20-227,18,26,0,0,22,4,0,26,2,1,50.0,1,50.0,18,177,109,2,2,0,1,0,21,1
7,Rúben Neves,8.0,pt POR,CM,23-198,90,125,4,20,86,19,0,125,0,0,,0,,79,365,187,2,2,0,0,1,96,1
8,Nélson Semedo,22.0,pt POR,RM,26-316,72,65,0,8,42,15,3,65,6,5,83.3,1,16.7,38,150,49,1,0,0,2,0,44,6
9,Ki-Jana Hoever,2.0,nl NED,RM,18-253,18,22,0,1,16,5,1,22,0,0,,0,,12,30,16,0,0,0,0,0,15,1
10,Romain Saïss,27.0,ma MAR,CB,30-185,90,84,4,30,53,1,0,84,1,1,100.0,0,0.0,55,269,139,0,0,0,0,0,58,0
11,Conor Coady,16.0,eng ENG,CB,27-215,90,50,3,27,24,0,0,50,1,1,100.0,0,0.0,33,216,82,1,0,0,0,0,39,1
12,Willy Boly,15.0,ci CIV,CB,29-237,90,55,3,21,34,0,0,55,0,0,,0,,34,97,54,0,0,0,0,0,41,0
13,Rui Patrício,11.0,pt POR,GK,32-225,90,23,23,23,0,0,0,23,0,0,,0,,13,63,21,0,0,0,0,0,5,0
14,14 Players,,,,,990,771,40,165,462,154,17,771,31,20,64.5,11,35.5,481,2613,1349,27,19,2,17,13,574,44
