,num,joueur
0,,Leon Britton
1,,Ashley Williams
2,,Joe Allen
3,,Àngel Rangel
4,,Gylfi Sigurðsson
5,,Nathan Dyer
6,,Scott Sinclair
7,,Steven Caulker
8,,Danny Graham
9,,
10,,Wayne Routledge
