,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Danny Welbeck,18.0,eng ENG,FW,31-260,90,17,0,0,5,12,4,17,0,0,,0,,8,15,2,0,0,0,3,1,12,2
1,Pascal Groß,13.0,de GER,"FW,AM",31-059,90,53,2,5,10,38,6,53,0,0,,0,,29,145,100,2,2,0,1,1,40,13
2,Adam Lallana,14.0,eng ENG,AM,34-095,64,34,0,6,12,16,3,34,1,0,0.0,1,100.0,18,111,73,2,1,1,1,2,30,7
3,Enock Mwepu,8.0,zm ZAM,"AM,FW",24-224,26,16,0,3,8,5,3,16,0,0,,0,,8,66,31,2,0,0,2,0,10,2
4,Moisés Caicedo,25.0,ec ECU,CM,20-284,90,52,5,16,25,13,0,52,1,0,0.0,1,100.0,18,83,36,0,1,0,1,0,28,2
5,Alexis Mac Allister,10.0,ar ARG,CM,23-232,90,61,2,13,38,12,0,61,0,0,,0,,39,218,113,1,2,0,0,0,39,1
6,Leandro Trossard,11.0,be BEL,WB,27-252,74,42,1,4,14,26,4,42,2,1,50.0,1,50.0,23,168,117,5,1,2,2,1,30,10
7,Tariq Lamptey,2.0,gh GHA,WB,21-317,16,10,0,2,3,5,0,10,1,0,0.0,1,100.0,8,54,39,1,2,0,4,0,9,0
8,Solly March,7.0,eng ENG,WB,28-024,73,49,1,7,14,28,4,49,0,0,,0,,21,130,66,2,0,0,1,1,27,7
9,Kaoru Mitoma,22.0,jp JPN,WB,25-085,17,11,0,0,4,7,2,11,2,2,100.0,0,0.0,4,57,25,1,0,1,1,0,7,2
10,Adam Webster,4.0,eng ENG,CB,27-221,90,44,2,9,21,14,1,44,1,0,0.0,1,100.0,12,53,37,0,1,0,1,0,19,1
11,Lewis Dunk,5.0,eng ENG,CB,30-265,90,46,6,25,21,0,0,46,0,0,,0,,15,90,8,0,0,0,1,0,17,0
12,Joël Veltman,34.0,nl NED,CB,30-210,90,60,5,27,25,9,1,60,0,0,,0,,19,89,59,1,1,0,0,1,24,0
13,Robert Sánchez,1.0,es ESP,GK,24-268,90,26,18,26,0,0,0,26,0,0,,0,,14,100,60,0,0,0,0,0,12,0
14,14 Players,,,,,990,521,42,143,200,185,28,521,8,3,37.5,5,62.5,236,1379,766,17,11,4,18,7,304,47
