,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2,2013-08-17,,Premier League,Matchweek 1,Sat,Home,L,1,4,Manchester Utd,,"20,733",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/59de50f5/Swansea-City-Manchester-United-August-17-2013-Premier-League,
4,2013-08-25,,Premier League,Matchweek 2,Sun,Away,L,0,1,Tottenham,,"36,005",,4-2-3-1,Neil Swarbrick,https://fbref.com/en/matches/07321eda/Tottenham-Hotspur-Swansea-City-August-25-2013-Premier-League,
6,2013-09-01,,Premier League,Matchweek 3,Sun,Away,W,2,0,West Brom,,"23,395",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/a00957fa/West-Bromwich-Albion-Swansea-City-September-1-2013-Premier-League,
7,2013-09-16,,Premier League,Matchweek 4,Mon,Home,D,2,2,Liverpool,,"20,752",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/f87a455b/Swansea-City-Liverpool-September-16-2013-Premier-League,
9,2013-09-22,,Premier League,Matchweek 5,Sun,Away,W,2,0,Crystal Palace,,"22,466",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/fb4fec87/Crystal-Palace-Swansea-City-September-22-2013-Premier-League,
10,2013-09-28,,Premier League,Matchweek 6,Sat,Home,L,1,2,Arsenal,,"20,712",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/f333d2bb/Swansea-City-Arsenal-September-28-2013-Premier-League,
12,2013-10-06,,Premier League,Matchweek 7,Sun,Away,L,0,2,Southampton,,"28,570",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/be082972/Southampton-Swansea-City-October-6-2013-Premier-League,
13,2013-10-19,,Premier League,Matchweek 8,Sat,Home,W,4,0,Sunderland,,"20,245",,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/64c11da4/Swansea-City-Sunderland-October-19-2013-Premier-League,
15,2013-10-27,,Premier League,Matchweek 9,Sun,Home,D,0,0,West Ham,,"20,455",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/1674e4dc/Swansea-City-West-Ham-United-October-27-2013-Premier-League,
16,2013-11-03,,Premier League,Matchweek 10,Sun,Away,L,0,1,Cardiff City,,"27,463",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/4bb2f946/Cardiff-City-Swansea-City-November-3-2013-Premier-League,
18,2013-11-10,,Premier League,Matchweek 11,Sun,Home,D,3,3,Stoke City,,"19,242",,4-2-3-1,Bobby Madley,https://fbref.com/en/matches/5d49fcdf/Swansea-City-Stoke-City-November-10-2013-Premier-League,
19,2013-11-23,,Premier League,Matchweek 12,Sat,Away,W,2,1,Fulham,,"25,258",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/1885e56a/Fulham-Swansea-City-November-23-2013-Premier-League,
21,2013-12-01,,Premier League,Matchweek 13,Sun,Away,L,0,3,Manchester City,,"46,559",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/93702a97/Manchester-City-Swansea-City-December-1-2013-Premier-League,
22,2013-12-04,,Premier League,Matchweek 14,Wed,Home,W,3,0,Newcastle Utd,,"20,457",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/1c22d5df/Swansea-City-Newcastle-United-December-4-2013-Premier-League,
23,2013-12-09,,Premier League,Matchweek 15,Mon,Home,D,1,1,Hull City,,"19,303",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/4ac4ecaa/Swansea-City-Hull-City-December-9-2013-Premier-League,
25,2013-12-15,,Premier League,Matchweek 16,Sun,Away,D,1,1,Norwich City,,"26,876",,4-5-1,Michael Oliver,https://fbref.com/en/matches/b0eaeb2a/Norwich-City-Swansea-City-December-15-2013-Premier-League,
26,2013-12-22,,Premier League,Matchweek 17,Sun,Home,L,1,2,Everton,,"20,695",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/feaad8dd/Swansea-City-Everton-December-22-2013-Premier-League,
27,2013-12-26,,Premier League,Matchweek 18,Thu,Away,L,0,1,Chelsea,,"41,111",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/4c5651eb/Chelsea-Swansea-City-December-26-2013-Premier-League,
28,2013-12-28,,Premier League,Matchweek 19,Sat,Away,D,1,1,Aston Villa,,"37,028",,4-2-3-1,Roger East,https://fbref.com/en/matches/24bd9967/Aston-Villa-Swansea-City-December-28-2013-Premier-League,
29,2014-01-01,,Premier League,Matchweek 20,Wed,Home,L,2,3,Manchester City,,"20,498",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/16d51aef/Swansea-City-Manchester-City-January-1-2014-Premier-League,
30,2014-01-11,,Premier League,Matchweek 21,Sat,Away,L,0,2,Manchester Utd,,"75,035",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/fea0a829/Manchester-United-Swansea-City-January-11-2014-Premier-League,
31,2014-01-19,,Premier League,Matchweek 22,Sun,Home,L,1,3,Tottenham,,"20,769",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/72418c7a/Swansea-City-Tottenham-Hotspur-January-19-2014-Premier-League,
32,2014-01-28,,Premier League,Matchweek 23,Tue,Home,W,2,0,Fulham,,"20,004",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/27ae3726/Swansea-City-Fulham-January-28-2014-Premier-League,
33,2014-02-01,,Premier League,Matchweek 24,Sat,Away,L,0,2,West Ham,,"31,848",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/77780325/West-Ham-United-Swansea-City-February-1-2014-Premier-League,
34,2014-02-08,,Premier League,Matchweek 25,Sat,Home,W,3,0,Cardiff City,,"20,402",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/9b01412f/Swansea-City-Cardiff-City-February-8-2014-Premier-League,
