,num,joueur
0,3,Danilo
1,4,Vincent Kompany
2,7,Raheem Sterling
3,8,İlkay Gündoğan
4,10,Sergio Agüero
5,17,Kevin De Bruyne
6,20,Bernardo Silva
7,25,Fernandinho
8,30,Nicolás Otamendi
9,,
10,1,Claudio Bravo
