,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Jamie Vardy,9.0,eng ENG,FW,32-099,90,20,0,0,7,13,5,20,1,1,100.0,0,0.0,12,82,16,3,0,1,2,0,14,7
1,James Maddison,10.0,eng ENG,"FW,LM",22-148,90,53,1,5,24,25,5,53,4,2,50.0,2,50.0,31,160,72,2,2,2,2,1,33,6
2,Demarai Gray,7.0,jm JAM,LM,22-296,83,31,3,10,14,10,2,31,3,1,33.3,2,66.7,21,227,101,3,1,1,2,0,17,3
3,Kelechi Iheanacho,8.0,ng NGA,FW,22-199,7,7,0,0,2,5,1,7,0,0,,0,,3,4,1,0,0,0,0,0,5,1
4,Youri Tielemans,21.0,be BEL,CM,21-348,89,54,3,8,36,10,1,54,4,2,50.0,2,50.0,30,93,60,3,0,1,3,2,39,2
5,Nampalys Mendy,24.0,sn SEN,CM,26-301,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
6,Wilfred Ndidi,25.0,ng NGA,CM,22-125,90,72,5,21,45,7,1,72,1,1,100.0,0,0.0,42,243,118,1,2,0,0,2,45,0
7,Marc Albrighton,11.0,eng ENG,RM,29-153,63,48,0,10,20,21,0,48,5,2,40.0,3,60.0,37,135,58,2,2,0,2,3,37,16
8,Harvey Barnes,19.0,eng ENG,RM,21-132,27,17,0,3,4,11,2,17,4,4,100.0,0,0.0,13,107,67,3,0,0,0,0,15,9
9,Ben Chilwell,3.0,eng ENG,LB,22-120,90,64,4,18,31,17,1,64,0,0,,0,,24,211,108,2,3,0,0,0,28,4
10,Harry Maguire,15.0,eng ENG,CB,26-046,90,66,5,24,37,5,5,66,0,0,,0,,40,177,84,0,0,0,0,0,47,0
11,Jonny Evans,6.0,nir NIR,CB,31-107,90,60,7,27,32,1,1,60,0,0,,0,,37,241,186,1,0,0,0,0,40,0
12,Ricardo Pereira,14.0,pt POR,RB,25-196,90,75,3,15,42,19,1,75,5,3,60.0,2,40.0,48,278,209,3,1,1,0,0,49,2
13,Kasper Schmeichel,1.0,dk DEN,GK,32-166,90,29,24,29,0,0,0,29,0,0,,0,,16,98,78,0,0,0,0,0,9,0
14,14 Players,,,,,990,596,55,170,294,144,25,596,27,16,59.3,11,40.7,354,2056,1158,23,11,6,11,8,378,50
