,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Matt Derbyshire,,eng ENG,FW,24-277,83,0,0,0,,,,0,0,,,,,,,0,,
1,Lee Bowyer,,eng ENG,MF,34-013,7,0,0,0,,,,0,0,,,,,,,0,,
2,Craig Gardner,,eng ENG,MF,24-052,90,0,0,0,,,,0,0,,,,,,,0,,
3,David Bentley,,eng ENG,MF,26-142,90,0,0,0,,,,0,0,,,,,,,0,,
4,Keith Fahey,,ie IRL,MF,28-001,90,0,0,0,,,,0,0,,,,,,,0,,
5,Alexander Hleb,,by BLR,MF,29-260,75,0,0,0,,,,0,0,,,,,,,0,,
6,Nikola Žigić,,rs SRB,FW,30-113,15,0,0,0,,,,0,0,,,,,,,0,,
7,Barry Ferguson,,sct SCO,MF,32-348,90,0,0,0,,,,0,0,,,,,,,0,,
8,David Murphy,,eng ENG,DF,26-321,90,0,0,0,,,,0,0,,,,,,,0,,
9,Liam Ridgewell,,eng ENG,DF,26-179,90,0,0,0,,,,0,0,,,,,,,0,,
10,Roger Johnson,,eng ENG,DF,27-263,90,1,0,0,,,,0,0,,,,,,,0,,
11,Stephen Carr,,ie IRL,DF,34-140,90,0,0,0,,,,1,0,,,,,,,0,,
12,Ben Foster,,eng ENG,GK,27-288,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,1,0,0,,,,1,0,,,,,,,0,,
