,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,John Carew,,no NOR,FW,31-133,70,0,0,0,,,,0,0,,,,,,,0,,
1,Nathan Delfouneso,,eng ENG,"FW,MF",19-348,20,0,0,0,,,,0,0,,,,,,,0,,
2,Gabriel Agbonlahor,,eng ENG,"FW,MF",24-095,90,0,0,0,,,,0,0,,,,,,,0,,
3,Marc Albrighton,,eng ENG,"DF,FW",21-059,90,0,0,0,,,,0,0,,,,,,,0,,
4,Stiliyan Petrov,,bg BUL,MF,31-195,90,0,0,0,,,,0,0,,,,,,,0,,
5,Stewart Downing,,eng ENG,"FW,MF",26-178,90,0,0,0,,,,0,0,,,,,,,0,,
6,Nigel Reo-Coker,,eng ENG,MF,26-247,70,0,0,0,,,,0,0,,,,,,,0,,
7,Barry Bannan,,sct SCO,MF,21-046,20,0,0,0,,,,0,0,,,,,,,0,,
8,Ciaran Clark,,ie IRL,"DF,MF",21-112,90,0,0,0,,,,0,0,,,,,,,0,,
9,Richard Dunne,,ie IRL,DF,31-117,90,0,0,0,,,,1,0,,,,,,,0,,
10,James Collins,,wls WAL,DF,27-146,90,1,0,0,,,,1,0,,,,,,,0,,
11,Kyle Walker,,eng ENG,"DF,MF",20-233,90,0,0,0,,,,0,0,,,,,,,0,,
12,Brad Friedel,,us USA,GK,39-243,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,1,0,0,,,,2,0,,,,,,,0,,
