,num,joueur
0,1,Tom Heaton
1,2,Matthew Lowton
2,5,Michael Keane
3,6,Ben Mee
4,8,Dean Marney
5,9,Sam Vokes
6,11,Michael Kightly
7,13,Jeff Hendrick
8,23,Stephen Ward
9,25,Jóhann Berg Guðmundsson
10,37,Scott Arfield
