,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Oliver Burke,14.0,sct SCO,FW,23-173,73,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0.0
1,Billy Sharp,10.0,eng ENG,FW,34-235,17,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,33.3
2,David McGoldrick,17.0,ie IRL,FW,32-303,73,0,0,0,3,1,1,0,0,0,0,0,0,2,3,7,30.0
3,Oliver McBurnie,9.0,sct SCO,FW,24-115,17,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,75.0
4,Ben Osborn,23.0,eng ENG,CM,26-053,90,0,0,0,3,2,0,6,0,1,0,0,0,6,1,2,33.3
5,Sander Berge,8.0,no NOR,CM,22-226,90,0,0,0,1,0,0,1,0,0,0,0,0,8,1,4,20.0
6,John Lundstram,7.0,eng ENG,CM,26-222,63,1,0,0,1,0,0,4,0,1,0,0,0,2,1,0,100.0
7,Oliver Norwood,16.0,nir NIR,CM,29-168,27,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,50.0
8,Enda Stevens,3.0,ie IRL,WB,30-080,90,0,0,0,2,0,0,1,0,5,0,0,0,8,3,0,100.0
9,George Baldock,2.0,gr GRE,WB,27-202,90,1,0,0,2,0,0,0,0,0,0,0,0,4,2,2,50.0
10,Jack Robinson,19.0,eng ENG,CB,27-026,90,0,0,0,2,0,0,0,2,2,0,0,0,3,4,1,80.0
11,Ethan Ampadu,22.0,wls WAL,CB,20-013,90,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,100.0
12,Chris Basham,6.0,eng ENG,CB,32-069,90,0,0,0,1,0,1,1,3,2,0,0,0,3,1,3,25.0
13,Aaron Ramsdale,1.0,eng ENG,GK,22-136,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
14,14 Players,,,,,990,2,0,0,18,4,2,15,7,11,0,0,0,45,23,25,47.9
