,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Raúl Jiménez,9.0,mx MEX,FW,30-150,90,46,1,5,24,19,1,46,6,5,83.3,1,16.7,37,241,99,3,7,0,3,4,43,8
1,Hwang Hee-chan,26.0,kr KOR,LW,25-249,89,40,0,4,21,16,5,40,4,2,50.0,2,50.0,31,190,109,5,4,3,1,0,31,7
2,Adama Traoré,37.0,es ESP,LW,25-250,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
3,Francisco Trincão,11.0,pt POR,RW,21-277,85,42,0,4,21,18,3,42,6,4,66.7,2,33.3,29,215,116,5,2,2,4,1,26,2
4,Leander Dendoncker,32.0,be BEL,RW,26-170,5,3,0,1,1,1,0,3,0,0,,0,,0,0,0,0,0,0,1,0,0,0
5,Fernando Marçal,5.0,br BRA,LM,32-225,90,71,7,30,33,10,0,71,1,1,100.0,0,0.0,36,84,21,0,1,0,4,0,31,1
6,João Moutinho,28.0,pt POR,CM,35-024,90,75,4,14,53,9,0,75,0,0,,0,,56,299,118,0,2,0,0,0,57,1
7,Rúben Neves,8.0,pt POR,CM,24-203,90,83,4,17,57,9,0,83,0,0,,0,,60,224,78,0,1,0,2,2,64,0
8,Nélson Semedo,22.0,pt POR,RM,27-320,90,58,3,12,27,21,1,58,2,1,50.0,1,50.0,37,186,108,2,6,1,3,1,37,5
9,Romain Saïss,27.0,ma MAR,CB,31-190,90,79,10,39,39,2,0,79,0,0,,0,,45,152,68,0,0,0,0,0,51,0
10,Conor Coady,16.0,eng ENG,CB,28-219,90,45,7,31,14,0,0,45,0,0,,0,,26,149,72,0,0,0,0,0,27,0
11,Max Kilman,23.0,eng ENG,CB,24-132,90,57,7,27,28,2,0,57,0,0,,0,,37,156,64,0,0,0,1,0,34,0
12,José Sá,1.0,pt POR,GK,28-258,90,24,23,23,1,0,0,24,0,0,,0,,18,99,63,0,1,1,0,0,10,0
13,13 Players,,,,,990,623,66,207,319,107,10,623,19,13,68.4,6,31.6,412,1995,916,15,24,7,19,8,411,24
