,num,joueur
0,,Adam Federici
1,,Pavel Pogrebnyak
2,,Danny Guthrie
3,,Ian Harte
4,,Hal Robson-Kanu
5,,Adam le Fondre
6,,Alex Pearce
7,,Mikele Leigertwood
8,,Chris Gunter
9,,Jobi McAnuff
10,,Kaspars Gorkšs
