,num,joueur
0,,Jussi Jääskeläinen
1,,Fabrice Muamba
2,,Grétar Steinsson
3,,Paul Robinson
4,,Gary Cahill
5,,Zat Knight
6,,Matthew Taylor
7,,Johan Elmander
8,,Kevin Davies
9,,Daniel Sturridge
10,,Lee Chung-yong
