,num,joueur
0,1,Mathew Ryan
1,29,Markus Suttner
2,2,Bruno
3,5,Lewis Dunk
4,6,Dale Stephens
5,10,Tomer Hemed
6,13,Pascal Groß
7,20,Solly March
8,22,Shane Duffy
9,24,Davy Pröpper
10,37,Izzy Brown
