,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Darren Bent,,eng ENG,FW,26-254,90,0,0,0,,,,0,0,,,,,,,0,,
1,Danny Welbeck,,eng ENG,"FW,MF",19-326,90,0,0,0,,,,0,0,,,,,,,0,,
2,Ahmed Elmohamady,,eg EGY,"DF,MF",23-039,90,0,0,0,,,,1,0,,,,,,,0,,
3,Jordan Henderson,,eng ENG,MF,20-123,90,0,0,0,,,,0,0,,,,,,,0,,
4,Steed Malbranque,,fr FRA,MF,30-285,74,0,0,0,,,,0,0,,,,,,,0,,
5,Boudewijn Zenden,,nl NED,"DF,FW",34-064,16,0,0,0,,,,0,0,,,,,,,0,,
6,Lee Cattermole,,eng ENG,MF,22-211,90,0,0,0,,,,0,0,,,,,,,0,,
7,Phil Bardsley,,sct SCO,DF,25-112,90,0,0,0,,,,0,0,,,,,,,0,,
8,Titus Bramble,,eng ENG,DF,29-079,90,0,0,0,,,,0,0,,,,,,,0,,
9,Michael Turner,,eng ENG,DF,26-343,90,0,0,0,,,,0,0,,,,,,,0,,
10,Nedum Onuoha,,eng ENG,DF,23-340,63,0,0,0,,,,0,0,,,,,,,0,,
11,Asamoah Gyan,,gh GHA,FW,24-330,27,0,0,0,,,,0,0,,,,,,,0,,
12,Simon Mignolet,,be BEL,GK,22-226,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,0,0,0,,,,1,0,,,,,,,0,,
