,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Bryan Mbeumo,19.0,cm CMR,"FW,WB",22-117,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
1,Ivan Toney,17.0,eng ENG,FW,25-261,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0
2,Vitaly Janelt,27.0,de GER,CM,23-206,69,1,1,0,1,0,1,2,50.0,1,0,0,0,2,3,1,0
3,Mathias Jensen,8.0,dk DEN,CM,25-335,21,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
4,Christian Nørgaard,6.0,dk DEN,CM,27-267,90,3,1,1,1,1,2,4,50.0,2,3,0,3,4,7,4,0
5,Frank Onyeka,15.0,ng NGA,CM,23-335,55,0,0,0,0,0,0,0,,0,1,0,1,2,2,1,0
6,Shandon Baptiste,26.0,gd GRN,CM,23-238,35,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
7,Rico Henry,3.0,eng ENG,WB,24-147,90,0,0,0,0,0,0,0,,0,2,1,1,1,1,2,0
8,Sergi Canós,7.0,es ESP,WB,24-303,69,4,2,3,0,1,3,4,75.0,1,1,0,1,0,4,1,0
9,Yoane Wissa,11.0,cd COD,FW,25-090,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
10,Ethan Pinnock,5.0,jm JAM,CB,28-187,90,1,0,0,0,1,0,2,0.0,2,0,0,0,1,2,2,0
11,Pontus Jansson,18.0,se SWE,CB,30-292,90,0,0,0,0,0,0,1,0.0,1,0,0,0,5,5,5,0
12,Charlie Goode,4.0,eng ENG,CB,26-121,90,1,1,1,0,0,1,1,100.0,0,2,1,1,0,1,3,0
13,Álvaro Fernández,40.0,es ESP,GK,23-233,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,10,5,5,2,3,7,15,46.7,8,12,2,10,15,25,21,0
