,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Ashley Barnes,10.0,eng ENG,FW,31-007,69,19,19,0,0,0,0,0,0,0,0,0,0,14,0,0
1,Jay Rodriguez,19.0,eng ENG,FW,31-100,21,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2,Chris Wood,9.0,nz NZL,FW,28-335,82,18,18,0,0,0,0,0,0,0,0,0,0,11,0,1
3,Matěj Vydra,27.0,cz CZE,FW,28-189,8,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
4,Dwight McNeil,11.0,eng ENG,LM,20-350,90,38,33,5,3,0,0,7,0,2,2,0,0,28,0,1
5,Josh Brownhill,8.0,eng ENG,CM,24-323,90,45,44,1,0,0,0,0,1,0,0,0,0,39,0,1
6,Ashley Westwood,18.0,eng ENG,CM,30-219,90,59,52,6,4,0,0,1,0,1,1,0,0,46,1,0
7,Robbie Brady,12.0,ie IRL,RM,28-297,90,28,27,1,0,0,0,3,1,0,0,0,0,19,0,1
8,Charlie Taylor,3.0,eng ENG,LB,27-049,90,53,42,11,1,0,0,2,10,0,0,0,0,38,0,0
9,Ben Mee,6.0,eng ENG,CB,31-046,90,45,45,0,0,0,0,0,0,0,0,0,0,36,0,0
10,James Tarkowski,5.0,eng ENG,CB,27-353,90,34,32,2,2,0,0,0,0,0,0,0,0,28,0,1
11,Matthew Lowton,2.0,eng ENG,RB,31-150,90,36,32,4,0,0,1,3,4,0,0,0,0,27,0,1
12,Nick Pope,1.0,eng ENG,GK,28-201,90,36,27,9,2,0,1,0,0,0,0,0,0,22,0,0
13,13 Players,,,,,990,416,376,39,12,0,2,16,16,3,3,0,0,310,1,6
