,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2011-08-13,,Premier League,Matchweek 1,Sat,Away,D,1,1,Liverpool,,"45,018",,4-5-1,Phil Dowd,https://fbref.com/en/matches/33de6206/Liverpool-Sunderland-August-13-2011-Premier-League,
1,2011-08-20,,Premier League,Matchweek 2,Sat,Home,L,0,1,Newcastle Utd,,"47,751",,4-5-1,Howard Webb,https://fbref.com/en/matches/f6865bf1/Sunderland-Newcastle-United-August-20-2011-Premier-League,
2,2011-08-27,,Premier League,Matchweek 3,Sat,Away,D,0,0,Swansea City,,"19,938",,4-2-3-1,Mark Halsey,https://fbref.com/en/matches/a14b55b3/Swansea-City-Sunderland-August-27-2011-Premier-League,
3,2011-09-10,,Premier League,Matchweek 4,Sat,Home,L,1,2,Chelsea,,"36,699",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/0e397a42/Sunderland-Chelsea-September-10-2011-Premier-League,
4,2011-09-18,,Premier League,Matchweek 5,Sun,Home,W,4,0,Stoke City,,"32,296",,4-4-1-1,Kevin Friend,https://fbref.com/en/matches/bb1cae2d/Sunderland-Stoke-City-September-18-2011-Premier-League,
5,2011-09-26,,Premier League,Matchweek 6,Mon,Away,L,1,2,Norwich City,,"26,107",,4-4-1-1,Chris Foy,https://fbref.com/en/matches/afc8d288/Norwich-City-Sunderland-September-26-2011-Premier-League,
6,2011-10-01,,Premier League,Matchweek 7,Sat,Home,D,2,2,West Brom,,"34,815",,4-4-1-1,Lee Mason,https://fbref.com/en/matches/390e620c/Sunderland-West-Bromwich-Albion-October-1-2011-Premier-League,
7,2011-10-16,,Premier League,Matchweek 8,Sun,Away,L,1,2,Arsenal,,"60,078",,4-5-1,Howard Webb,https://fbref.com/en/matches/cbf5ff16/Arsenal-Sunderland-October-16-2011-Premier-League,
8,2011-10-22,,Premier League,Matchweek 9,Sat,Away,W,2,0,Bolton,,"24,349",,4-4-1-1,Mike Jones,https://fbref.com/en/matches/791e0baf/Bolton-Wanderers-Sunderland-October-22-2011-Premier-League,
9,2011-10-29,,Premier League,Matchweek 10,Sat,Home,D,2,2,Aston Villa,,"37,062",,4-4-2,Chris Foy,https://fbref.com/en/matches/a7625d21/Sunderland-Aston-Villa-October-29-2011-Premier-League,
10,2011-11-05,,Premier League,Matchweek 11,Sat,Away,L,0,1,Manchester Utd,,"75,570",,4-4-2,Lee Mason,https://fbref.com/en/matches/f33e80b0/Manchester-United-Sunderland-November-5-2011-Premier-League,
11,2011-11-19,,Premier League,Matchweek 12,Sat,Home,D,0,0,Fulham,,"37,688",,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/d42c43f9/Sunderland-Fulham-November-19-2011-Premier-League,
12,2011-11-26,,Premier League,Matchweek 13,Sat,Home,L,1,2,Wigan Athletic,,"37,883",,4-4-1-1,Kevin Friend,https://fbref.com/en/matches/aa3a26e1/Sunderland-Wigan-Athletic-November-26-2011-Premier-League,
13,2011-12-04,,Premier League,Matchweek 14,Sun,Away,L,1,2,Wolves,,"25,145",,4-4-2,Phil Dowd,https://fbref.com/en/matches/ba77b7f1/Wolverhampton-Wanderers-Sunderland-December-4-2011-Premier-League,
14,2011-12-11,,Premier League,Matchweek 15,Sun,Home,W,2,1,Blackburn,,"39,863",,4-4-1-1,Peter Walton,https://fbref.com/en/matches/2cbf157d/Sunderland-Blackburn-Rovers-December-11-2011-Premier-League,
15,2011-12-18,,Premier League,Matchweek 16,Sun,Away,L,0,1,Tottenham,,"36,021",,4-5-1,Mike Dean,https://fbref.com/en/matches/7cf2c993/Tottenham-Hotspur-Sunderland-December-18-2011-Premier-League,
16,2011-12-21,,Premier League,Matchweek 17,Wed,Away,W,3,2,QPR,,"16,167",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/60d125ff/Queens-Park-Rangers-Sunderland-December-21-2011-Premier-League,
17,2011-12-26,,Premier League,Matchweek 18,Mon,Home,D,1,1,Everton,,"43,619",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/2ce4ac4d/Sunderland-Everton-December-26-2011-Premier-League,
18,2012-01-01,,Premier League,Matchweek 19,Sun,Home,W,1,0,Manchester City,,"40,625",,4-5-1,Kevin Friend,https://fbref.com/en/matches/babdfde1/Sunderland-Manchester-City-January-1-2012-Premier-League,
19,2012-01-03,,Premier League,Matchweek 20,Tue,Away,W,4,1,Wigan Athletic,,"15,871",,4-1-4-1,Mike Dean,https://fbref.com/en/matches/e9c39ac4/Wigan-Athletic-Sunderland-January-3-2012-Premier-League,
20,2012-01-14,,Premier League,Matchweek 21,Sat,Away,L,0,1,Chelsea,,"41,696",,4-4-1-1,Phil Dowd,https://fbref.com/en/matches/5b05eeb9/Chelsea-Sunderland-January-14-2012-Premier-League,
21,2012-01-21,,Premier League,Matchweek 22,Sat,Home,W,2,0,Swansea City,,"36,904",,4-4-1-1,Chris Foy,https://fbref.com/en/matches/dd8112f7/Sunderland-Swansea-City-January-21-2012-Premier-League,
22,2012-02-01,,Premier League,Matchweek 23,Wed,Home,W,3,0,Norwich City,,"34,476",,4-4-1-1,Lee Mason,https://fbref.com/en/matches/29f33740/Sunderland-Norwich-City-February-1-2012-Premier-League,
23,2012-02-04,,Premier League,Matchweek 24,Sat,Away,W,1,0,Stoke City,,"27,717",,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/10687367/Stoke-City-Sunderland-February-4-2012-Premier-League,
24,2012-02-11,,Premier League,Matchweek 25,Sat,Home,L,1,2,Arsenal,,"40,312",,4-5-1,Neil Swarbrick,https://fbref.com/en/matches/10b8de41/Sunderland-Arsenal-February-11-2012-Premier-League,
25,2012-02-25,,Premier League,Matchweek 26,Sat,Away,L,0,4,West Brom,,"25,311",,4-5-1,Chris Foy,https://fbref.com/en/matches/f0d087bb/West-Bromwich-Albion-Sunderland-February-25-2012-Premier-League,
26,2012-03-04,,Premier League,Matchweek 27,Sun,Away,D,1,1,Newcastle Utd,,"52,388",,4-5-1,Mike Dean,https://fbref.com/en/matches/727df501/Newcastle-United-Sunderland-March-4-2012-Premier-League,
27,2012-03-10,,Premier League,Matchweek 28,Sat,Home,W,1,0,Liverpool,,"41,661",,4-4-2,Anthony Taylor,https://fbref.com/en/matches/217af592/Sunderland-Liverpool-March-10-2012-Premier-League,
28,2012-03-20,,Premier League,Matchweek 29,Tue,Away,L,0,2,Blackburn,,"20,056",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/74886663/Blackburn-Rovers-Sunderland-March-20-2012-Premier-League,
29,2012-03-24,,Premier League,Matchweek 30,Sat,Home,W,3,1,QPR,,"37,128",,4-4-1-1,Mike Jones,https://fbref.com/en/matches/0f8523af/Sunderland-Queens-Park-Rangers-March-24-2012-Premier-League,
30,2012-03-31,,Premier League,Matchweek 31,Sat,Away,D,3,3,Manchester City,,"47,007",,4-4-1-1,Phil Dowd,https://fbref.com/en/matches/eb488c88/Manchester-City-Sunderland-March-31-2012-Premier-League,
31,2012-04-07,,Premier League,Matchweek 32,Sat,Home,D,0,0,Tottenham,,"39,335",,4-4-1-1,Chris Foy,https://fbref.com/en/matches/24db9e4e/Sunderland-Tottenham-Hotspur-April-7-2012-Premier-League,
32,2012-04-09,,Premier League,Matchweek 33,Mon,Away,L,0,4,Everton,,"32,249",,4-5-1,Kevin Friend,https://fbref.com/en/matches/8005d047/Everton-Sunderland-April-9-2012-Premier-League,
33,2012-04-14,,Premier League,Matchweek 34,Sat,Home,D,0,0,Wolves,,"37,476",,4-4-1-1,Mike Jones,https://fbref.com/en/matches/ea6f28fa/Sunderland-Wolverhampton-Wanderers-April-14-2012-Premier-League,
34,2012-04-21,,Premier League,Matchweek 35,Sat,Away,D,0,0,Aston Villa,,"32,557",,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/a8f34f9c/Aston-Villa-Sunderland-April-21-2012-Premier-League,
35,2012-04-28,,Premier League,Matchweek 36,Sat,Home,D,2,2,Bolton,,"40,768",,4-4-2,Lee Probert,https://fbref.com/en/matches/3a7764b8/Sunderland-Bolton-Wanderers-April-28-2012-Premier-League,
36,2012-05-06,,Premier League,Matchweek 37,Sun,Away,L,1,2,Fulham,,"25,683",,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/417ddae6/Fulham-Sunderland-May-6-2012-Premier-League,
37,2012-05-13,,Premier League,Matchweek 38,Sun,Home,L,0,1,Manchester Utd,,"46,452",,4-1-4-1,Howard Webb,https://fbref.com/en/matches/0ce43017/Sunderland-Manchester-United-May-13-2012-Premier-League,
