,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,David Datro Fofana,27.0,ci CIV,FW,20-058,45,0,0,0,1,3,1,1,0,1,0,0,0,5,0,0,
1,Raheem Sterling,17.0,eng ENG,"LW,WB",28-072,45,0,0,0,0,2,1,3,0,0,0,0,0,2,1,0,100.0
2,Mason Mount,19.0,eng ENG,"LW,FW",24-039,63,0,0,0,3,0,0,1,0,0,0,0,0,2,1,1,50.0
3,Kai Havertz,29.0,de GER,FW,23-252,27,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,50.0
4,Noni Madueke,31.0,eng ENG,RW,20-345,63,0,0,0,0,3,0,0,0,1,0,0,0,1,1,1,50.0
5,Mykhailo Mudryk,15.0,ua UKR,"RW,WB",22-044,27,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0
6,João Félix,11.0,pt POR,"AM,FW",23-100,90,0,0,0,5,2,0,4,0,1,0,0,0,5,0,1,0.0
7,Enzo Fernández,5.0,ar ARG,"DM,CM",22-032,90,0,0,0,2,4,0,0,2,3,0,0,0,8,0,1,0.0
8,Mateo Kovačić,8.0,hr CRO,"DM,CM",28-288,90,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,
9,Ben Chilwell,21.0,eng ENG,LB,26-059,83,0,0,0,1,4,0,6,2,0,0,0,0,2,1,1,50.0
10,Conor Gallagher,23.0,eng ENG,CM,23-012,7,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
11,Benoît Badiashile,4.0,fr FRA,CB,21-329,90,0,0,0,1,1,0,0,1,3,0,0,0,8,5,4,55.6
12,Kalidou Koulibaly,26.0,sn SEN,CB,31-243,45,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,
13,Wesley Fofana,33.0,fr FRA,CB,22-063,45,0,0,0,0,2,0,1,1,0,0,0,0,5,1,1,50.0
14,César Azpilicueta,28.0,es ESP,RB,33-174,83,0,0,0,1,1,1,1,1,2,0,0,0,2,1,0,100.0
15,Trevoh Chalobah,14.0,eng ENG,CB,23-228,7,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,100.0
16,Kepa Arrizabalaga,1.0,es ESP,GK,28-138,90,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
17,17 Players,,,,,990,3,0,0,16,25,3,20,8,13,0,0,0,51,13,12,52.0
