,num,joueur
0,5,Pablo Zabaleta
1,6,Fernando
2,10,Edin Džeko
3,15,Jesús Navas
4,16,Sergio Agüero
5,20,Eliaquim Mangala
6,21,David Silva
7,22,Gaël Clichy
8,42,Yaya Touré
9,,
10,13,Willy Caballero
