,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
1,2016-08-14,13:30 ,Premier League,Matchweek 1,Sun,Away,W,3,1,Bournemouth,53,"11,355",Wayne Rooney,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/5e0de35a/Bournemouth-Manchester-United-August-14-2016-Premier-League,
2,2016-08-19,20:00 ,Premier League,Matchweek 2,Fri,Home,W,2,0,Southampton,43,"75,326",Wayne Rooney,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/f85bb62d/Manchester-United-Southampton-August-19-2016-Premier-League,
3,2016-08-27,17:30 ,Premier League,Matchweek 3,Sat,Away,W,1,0,Hull City,62,"24,560",Wayne Rooney,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/a9c4fc8a/Hull-City-Manchester-United-August-27-2016-Premier-League,
4,2016-09-10,12:30 ,Premier League,Matchweek 4,Sat,Home,L,1,2,Manchester City,40,"75,272",Wayne Rooney,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/a5978934/Manchester-Derby-Manchester-United-Manchester-City-September-10-2016-Premier-League,
6,2016-09-18,12:00 ,Premier League,Matchweek 5,Sun,Away,L,1,3,Watford,60,"21,118",Wayne Rooney,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/a4e34811/Watford-Manchester-United-September-18-2016-Premier-League,
8,2016-09-24,12:30 ,Premier League,Matchweek 6,Sat,Home,W,4,1,Leicester City,67,"75,256",Chris Smalling,4-2-3-1,Mike Dean,https://fbref.com/en/matches/dee23b07/Manchester-United-Leicester-City-September-24-2016-Premier-League,
10,2016-10-02,12:00 ,Premier League,Matchweek 7,Sun,Home,D,1,1,Stoke City,67,"75,251",Chris Smalling,4-2-3-1,Robert Madley,https://fbref.com/en/matches/138db2f9/Manchester-United-Stoke-City-October-2-2016-Premier-League,
11,2016-10-17,20:00 ,Premier League,Matchweek 8,Mon,Away,D,0,0,Liverpool,35,"52,769",Chris Smalling,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/9bfc3bf4/North-West-Derby-Liverpool-Manchester-United-October-17-2016-Premier-League,
13,2016-10-23,16:00 ,Premier League,Matchweek 9,Sun,Away,L,0,4,Chelsea,56,"41,424",Chris Smalling,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/223aa43a/Chelsea-Manchester-United-October-23-2016-Premier-League,
15,2016-10-29,15:00 ,Premier League,Matchweek 10,Sat,Home,D,0,0,Burnley,72,"75,325",Juan Mata,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/0e6bb73d/Manchester-United-Burnley-October-29-2016-Premier-League,
