,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Robin van Persie,,nl NED,FW,27-179,90,0,1,0,,,,1,0,,,,,,,0,,
1,Tomáš Rosický,,cz CZE,MF,30-120,61,0,0,0,,,,1,0,,,,,,,0,,
2,Andrey Arshavin,,ru RUS,"FW,MF",29-248,29,1,0,0,,,,0,0,,,,,,,0,,
3,Theo Walcott,,eng ENG,"FW,MF",21-322,90,0,0,0,,,,0,0,,,,,,,0,,
4,Cesc Fàbregas,,es ESP,"FW,MF",23-273,90,0,0,0,,,,0,0,,,,,,,0,,
5,Jack Wilshere,,eng ENG,MF,19-031,67,0,0,0,,,,1,0,,,,,,,0,,
6,Nicklas Bendtner,,dk DEN,FW,23-016,23,0,0,0,,,,0,0,,,,,,,0,,
7,Alexandre Song,,cm CMR,"DF,MF",23-145,45,0,0,0,,,,0,0,,,,,,,0,,
8,Abou Diaby,,fr FRA,MF,24-266,45,0,0,0,,,,0,0,,,,,,,0,,
9,Gaël Clichy,,fr FRA,DF,25-190,90,0,0,0,,,,0,0,,,,,,,0,,
10,Laurent Koscielny,,fr FRA,DF,25-144,90,1,0,0,,,,0,0,,,,,,,0,,
11,Johan Djourou,,ch SUI,DF,24-014,90,0,0,0,,,,0,0,,,,,,,0,,
12,Bacary Sagna,,fr FRA,DF,27-352,90,0,0,0,,,,0,0,,,,,,,0,,
13,Wojciech Szczęsny,,pl POL,GK,20-289,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,2,1,0,,,,3,0,,,,,,,0,,
