,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Marouane Chamakh,,ma MAR,FW,26-258,90,0,0,0,,,,1,0,,,,,,,0,,
1,Andrey Arshavin,,ru RUS,"FW,MF",29-119,90,0,1,0,,,,0,0,,,,,,,0,,
2,Emmanuel Eboué,,ci CIV,"DF,MF",27-113,55,0,0,0,,,,0,0,,,,,,,0,,
3,Tomáš Rosický,,cz CZE,MF,29-356,35,0,0,0,,,,1,0,,,,,,,0,,
4,Samir Nasri,,fr FRA,"FW,MF",23-091,90,2,0,0,,,,0,0,,,,,,,0,,
5,Abou Diaby,,fr FRA,MF,24-137,55,0,0,0,,,,0,0,,,,,,,0,,
6,Jack Wilshere,,eng ENG,MF,18-267,35,0,0,0,,,,0,0,,,,,,,0,,
7,Alexandre Song,,cm CMR,"DF,MF",23-016,90,0,0,0,,,,0,0,,,,,,,0,,
8,Gaël Clichy,,fr FRA,DF,25-061,90,0,0,0,,,,0,0,,,,,,,0,,
9,Laurent Koscielny,,fr FRA,DF,25-015,65,0,0,0,,,,1,0,,,,,,,0,,
10,Carlos Vela,,mx MEX,"FW,MF",21-208,25,0,0,0,,,,0,0,,,,,,,0,,
11,Sébastien Squillaci,,fr FRA,DF,30-045,90,0,0,0,,,,0,0,,,,,,,0,,
12,Bacary Sagna,,fr FRA,DF,27-223,90,0,1,0,,,,0,0,,,,,,,0,,
13,Manuel Almunia,,es ESP,GK,33-129,90,0,0,0,,,,1,0,,,,,,,0,,
14,14 Players,,,,,990,2,2,0,,,,4,0,,,,,,,0,,
