,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Peter Odemwingie,,ng NGA,FW,29-072,90,1,0,0,,,,0,0,,,,,,,0,,
1,Jerome Thomas,,eng ENG,"FW,MF",27-186,82,1,1,0,,,,0,0,,,,,,,0,,
2,Somen Tchoyi,,cm CMR,MF,27-180,8,0,0,0,,,,0,0,,,,,,,0,,
3,Chris Brunt,,nir NIR,"DF,MF",25-285,90,0,2,0,,,,0,0,,,,,,,0,,
4,Youssouf Mulumbu,,cd COD,MF,23-243,90,0,0,0,,,,0,0,,,,,,,0,,
5,James Morrison,,sct SCO,"FW,MF",24-123,77,0,0,0,,,,0,0,,,,,,,0,,
6,Graham Dorrans,,sct SCO,"FW,MF",23-143,13,0,0,0,,,,0,0,,,,,,,0,,
7,Paul Scharner,,at AUT,"DF,MF",30-198,70,0,0,0,,,,1,0,,,,,,,0,,
8,Steven Reid,,ie IRL,"DF,MF",29-199,20,0,0,0,,,,0,0,,,,,,,0,,
9,Nicky Shorey,,eng ENG,"DF,MF",29-218,90,0,0,0,,,,0,0,,,,,,,0,,
10,Jonas Olsson,,se SWE,DF,27-199,90,0,0,0,,,,1,0,,,,,,,0,,
11,Pablo Ibáñez,,es ESP,DF,29-053,90,0,0,0,,,,0,0,,,,,,,0,,
12,Gonzalo Jara,,cl CHI,"DF,MF",25-027,90,1,0,0,,,,1,0,,,,,,,0,,
13,Scott Carson,,eng ENG,GK,25-022,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,3,3,0,,,,3,0,,,,,,,0,,
