,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Erling Haaland,9.0,no NOR,FW,22-160,90,12,10,2,0,0,0,1,0,0,0,0,0,9,0,1
1,Jack Grealish,10.0,eng ENG,LW,27-109,72,35,33,1,0,0,0,1,1,0,0,0,0,28,1,1
2,Phil Foden,47.0,eng ENG,LW,22-214,18,11,11,0,0,0,0,0,0,0,0,0,0,7,0,2
3,Riyad Mahrez,26.0,dz ALG,RW,31-310,87,36,30,6,2,1,0,2,3,1,1,0,0,34,0,0
4,Cole Palmer,80.0,eng ENG,RW,20-236,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
5,İlkay Gündoğan,8.0,de GER,LM,32-065,90,47,44,3,1,0,0,2,0,2,1,0,0,38,0,1
6,Rodri,16.0,es ESP,CM,26-189,90,95,94,1,1,1,1,0,0,0,0,0,0,85,0,0
7,Kevin De Bruyne,17.0,be BEL,RM,31-183,90,55,51,4,2,2,1,5,0,2,2,0,0,42,0,0
8,Nathan Aké,6.0,nl NED,LB,27-313,90,127,108,19,3,0,0,1,16,0,0,0,0,110,0,4
9,Manuel Akanji,25.0,ch SUI,CB,27-162,90,119,119,0,0,0,0,0,0,0,0,0,0,111,0,0
10,John Stones,5.0,eng ENG,CB,28-214,90,81,81,0,0,0,1,0,0,0,0,0,0,75,0,1
11,Rico Lewis,82.0,eng ENG,RB,18-037,67,58,55,3,0,0,0,0,3,0,0,0,0,51,0,1
12,João Cancelo,7.0,pt POR,RB,28-215,23,15,14,1,0,0,0,0,1,0,0,0,0,12,0,1
13,Ederson,31.0,br BRA,GK,29-133,90,45,37,8,2,0,0,0,0,0,0,0,0,38,0,0
14,14 Players,,,,,990,740,691,48,11,4,3,12,24,5,4,0,0,644,1,12
