,num,joueur
0,28,Angus Gunn
1,3,Maya Yoshida
2,4,Jannik Vestergaard
3,7,Shane Long
4,14,Oriol Romeu
5,16,James Ward-Prowse
6,21,Ryan Bertrand
7,22,Nathan Redmond
8,23,Pierre Højbjerg
9,35,Jan Bednarek
10,43,Yan Valery
