,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Marlon Harewood,,eng ENG,FW,31-077,76,1,0,0,,,,0,0,,,,,,,0,,
1,DJ Campbell,,eng ENG,FW,28-363,14,1,0,0,,,,0,0,,,,,,,0,,
2,Brett Ormerod,,eng ENG,FW,34-023,90,0,1,0,,,,0,0,,,,,,,0,,
3,Matt Phillips,,sct SCO,"DF,FW",19-242,90,0,1,0,,,,0,0,,,,,,,0,,
4,Jason Euell,,jm JAM,"FW,MF",33-277,70,0,0,0,,,,1,0,,,,,,,0,,
5,Charlie Adam,,sct SCO,MF,24-335,20,0,0,0,,,,0,0,,,,,,,0,,
6,Ludovic Sylvestre,,gp GLP,MF,26-278,90,0,0,0,,,,0,0,,,,,,,0,,
7,Keith Southern,,eng ENG,MF,29-200,90,0,0,0,,,,0,0,,,,,,,0,,
8,David Carney,,au AUS,"DF,MF",26-345,90,0,0,0,,,,0,0,,,,,,,0,,
9,Rob Edwards,,wls WAL,DF,27-320,90,0,0,0,,,,0,0,,,,,,,0,,
10,Dekel Keinan,,il ISR,DF,26-056,74,0,0,0,,,,1,0,,,,,,,0,,
11,Ian Evatt,,eng ENG,DF,28-356,16,0,0,0,,,,0,0,,,,,,,0,,
12,Chris Basham,,eng ENG,"DF,MF",22-113,90,0,0,0,,,,1,0,,,,,,,0,,
13,Richard Kingson,,gh GHA,GK,32-150,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,2,2,0,,,,3,0,,,,,,,0,,
