,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Nathan Delfouneso,,eng ENG,"FW,MF",19-281,63,1,0,0,,,,0,0,,,,,,,0,,
1,Gabriel Agbonlahor,,eng ENG,"FW,MF",24-028,27,0,0,0,,,,0,0,,,,,,,0,,
2,Stewart Downing,,eng ENG,"FW,MF",26-111,90,1,1,0,,,,0,0,,,,,,,0,,
3,Marc Albrighton,,eng ENG,"DF,FW",20-357,80,0,0,0,,,,0,0,,,,,,,0,,
4,Stephen Ireland,,ie IRL,MF,24-080,10,0,0,0,,,,0,0,,,,,,,0,,
5,Ciaran Clark,,ie IRL,"DF,MF",21-045,90,0,0,0,,,,1,0,,,,,,,0,,
6,Ashley Young,,eng ENG,"DF,FW",25-124,90,0,2,0,,,,0,0,,,,,,,0,,
7,Barry Bannan,,sct SCO,MF,20-344,89,0,0,0,,,,0,0,,,,,,,0,,
8,Eric Lichaj,,us USA,DF,21-358,1,0,0,0,,,,0,0,,,,,,,0,,
9,Stephen Warnock,,eng ENG,DF,28-333,90,0,0,0,,,,1,0,,,,,,,0,,
10,Richard Dunne,,ie IRL,DF,31-050,90,0,0,0,,,,0,0,,,,,,,0,,
11,James Collins,,wls WAL,DF,27-079,90,1,0,0,,,,0,0,,,,,,,0,,
12,Luke Young,,eng ENG,DF,31-114,90,0,0,0,,,,0,0,,,,,,,0,,
13,Brad Friedel,,us USA,GK,39-176,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,3,3,0,,,,2,0,,,,,,,0,,
