,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Alexandre Lacazette,9.0,fr FRA,FW,29-325,69,18,25,72.0,237,77,9,12,75.0,6,7,85.7,1,1,100.0,0,0.5,0.3,1,0,1,0,4
1,Eddie Nketiah,30.0,eng ENG,FW,21-323,21,4,4,100.0,30,5,3,3,100.0,0,0,,0,0,,0,0.1,0.0,1,0,0,0,0
2,Gabriel Martinelli,35.0,br BRA,"LW,RW",19-304,90,24,28,85.7,294,55,19,22,86.4,4,5,80.0,1,1,100.0,0,0.5,0.3,2,1,2,2,0
3,Bukayo Saka,7.0,eng ENG,"RW,RB",19-225,90,43,55,78.2,531,128,27,31,87.1,7,9,77.8,2,4,50.0,0,0.2,0.2,2,2,2,0,3
4,Emile Smith Rowe,32.0,eng ENG,AM,20-264,90,52,55,94.5,636,83,34,37,91.9,15,15,100.0,0,0,,0,0.5,0.5,2,2,1,0,3
5,Dani Ceballos,8.0,es ESP,DM,24-254,90,56,72,77.8,1040,239,27,30,90.0,18,24,75.0,9,15,60.0,0,0.1,0.2,3,5,1,1,4
6,Mohamed Elneny,25.0,eg EGY,DM,28-281,67,43,51,84.3,729,136,18,21,85.7,24,28,85.7,0,1,0.0,0,0.0,0.0,0,1,1,0,4
7,Thomas Partey,18.0,gh GHA,DM,27-309,23,17,21,81.0,260,113,7,8,87.5,8,9,88.9,1,2,50.0,0,0.0,0.0,0,4,0,0,3
8,Granit Xhaka,34.0,ch SUI,LB,28-203,90,105,113,92.9,1927,398,47,50,94.0,43,46,93.5,13,13,100.0,0,0.0,0.0,0,19,1,0,14
9,Gabriel Dos Santos,6.0,br BRA,CB,23-120,90,65,74,87.8,1083,358,27,29,93.1,37,39,94.9,1,6,16.7,0,0.0,0.0,0,1,1,1,6
10,Rob Holding,16.0,eng ENG,CB,25-210,90,82,92,89.1,1513,437,25,26,96.2,50,53,94.3,6,11,54.5,0,0.0,0.0,0,14,0,0,5
11,Héctor Bellerín,2.0,es ESP,RB,26-030,67,49,63,77.8,699,183,33,39,84.6,15,18,83.3,1,2,50.0,0,0.0,0.0,0,3,0,0,8
12,Nicolas Pépé,19.0,ci CIV,LW,25-324,23,10,15,66.7,112,18,8,9,88.9,2,2,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0
13,Mathew Ryan,33.0,au AUS,GK,29-010,90,19,21,90.5,288,150,10,10,100.0,6,6,100.0,2,4,50.0,0,0.1,0.0,1,0,0,0,0
14,14 Players,,,,,990,587,689,85.2,9379,2380,294,327,89.9,235,261,90.0,37,62,59.7,0,1.9,1.9,12,52,10,4,54
