,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Pierre-Emerick Aubameyang,14.0,ga GAB,FW,31-339,78,24,0,0,8,16,7,24,0,0,,0,,17,160,118,5,0,4,0,0,23,10
1,Alexandre Lacazette,9.0,fr FRA,FW,29-360,12,6,0,0,3,3,0,6,1,0,0.0,1,100.0,3,5,0,0,0,0,0,1,5,0
2,Emile Smith Rowe,32.0,eng ENG,LW,20-299,73,41,0,4,13,25,4,41,1,0,0.0,1,100.0,28,179,114,4,1,1,2,1,33,6
3,Bukayo Saka,7.0,eng ENG,LW,19-260,17,7,0,0,3,4,3,7,0,0,,0,,4,16,4,0,0,0,0,1,6,2
4,Nicolas Pépé,19.0,ci CIV,RW,25-359,90,49,1,10,13,28,6,49,4,1,25.0,3,75.0,38,233,102,2,2,3,4,1,38,11
5,Martin Ødegaard,11.0,no NOR,AM,22-157,85,68,0,7,26,36,2,68,2,2,100.0,0,0.0,44,255,100,2,1,0,4,2,47,5
6,Gabriel Martinelli,35.0,br BRA,AM,19-339,5,6,0,1,1,4,3,6,2,1,50.0,1,50.0,3,14,9,1,0,0,1,0,4,3
7,Granit Xhaka,34.0,ch SUI,DM,28-238,90,97,2,21,53,23,0,97,0,0,,0,,67,279,150,2,1,0,0,0,77,2
8,Thomas Partey,18.0,gh GHA,DM,27-344,90,78,1,23,38,17,5,78,2,2,100.0,0,0.0,63,392,225,2,4,0,1,1,67,1
9,Kieran Tierney,3.0,sct SCO,LB,23-352,90,47,0,10,11,27,3,47,2,0,0.0,2,100.0,26,106,45,1,0,1,1,0,32,9
10,Gabriel Dos Santos,6.0,br BRA,CB,23-155,90,82,9,53,24,5,1,82,0,0,,0,,60,349,177,0,0,0,0,0,65,1
11,Rob Holding,16.0,eng ENG,CB,25-245,90,73,10,45,24,4,0,73,0,0,,0,,53,232,136,0,1,0,0,0,53,0
12,Calum Chambers,21.0,eng ENG,RB,26-123,90,80,4,32,28,20,4,80,2,0,0.0,2,100.0,49,160,77,2,0,0,0,0,54,7
13,Bernd Leno,1.0,de GER,GK,29-080,90,40,38,40,0,0,0,40,0,0,,0,,22,67,28,0,0,0,0,0,21,0
14,14 Players,,,,,990,698,65,246,245,212,38,698,16,6,37.5,10,62.5,477,2447,1285,21,10,9,13,7,525,57
