,num,joueur
0,1,Robert Green
1,4,Steven Caulker
2,8,Joey Barton
3,9,Charlie Austin
4,10,Leroy Fer
5,13,Yun Suk-young
6,15,Nedum Onuoha
7,20,Karl Henry
8,22,Richard Dunne
9,24,Eduardo Vargas
10,25,Bobby Zamora
