,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Alexis Sánchez,7.0,cl CHI,FW,27-323,90,0,0,0,0,2,0,0,0,1,1,3,2,2,0,0,0,0
1,Alex Iwobi,17.0,ng NGA,AM,20-187,69,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
2,Olivier Giroud,12.0,fr FRA,FW,30-037,21,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3,Theo Walcott,14.0,eng ENG,AM,27-235,70,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,0,0
4,Alex Oxlade-Chamberlain,15.0,eng ENG,"FW,MF",23-083,20,0,0,0,0,0,0,0,0,3,1,0,1,1,2,0,0,0
5,Mesut Özil,11.0,de GER,AM,28-022,90,0,0,0,0,2,0,0,0,0,0,2,12,1,1,0,0,0
6,Granit Xhaka,29.0,ch SUI,DM,24-040,90,0,0,0,0,1,0,0,0,0,1,0,1,4,4,0,0,0
7,Francis Coquelin,34.0,fr FRA,DM,25-177,64,0,0,0,0,1,0,0,0,0,2,0,0,1,3,0,0,0
8,Aaron Ramsey,8.0,wls WAL,MF,25-316,26,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0
9,Nacho Monreal,18.0,es ESP,LB,30-254,90,0,0,0,0,0,0,0,0,1,1,0,4,3,7,0,0,0
10,Laurent Koscielny,6.0,fr FRA,CB,31-057,90,0,0,0,0,1,0,1,0,4,1,0,0,3,4,0,0,1
11,Shkodran Mustafi,20.0,de GER,CB,24-203,90,0,0,0,0,2,0,0,0,1,1,0,1,1,8,0,0,0
12,Héctor Bellerín,24.0,es ESP,RB,21-232,90,0,0,0,0,1,0,0,0,1,3,0,3,0,4,0,0,0
13,Petr Čech,33.0,cz CZE,GK,34-170,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,0,0,0,0,15,2,1,0,11,16,7,26,17,36,0,0,1
