,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,DJ Campbell,,eng ENG,FW,28-345,90,0,0,0,,,,0,0,,,,,,,0,,
1,Luke Varney,,eng ENG,"FW,MF",28-025,72,0,0,0,,,,0,0,,,,,,,0,,
2,Brett Ormerod,,eng ENG,FW,34-005,18,0,0,0,,,,0,0,,,,,,,0,,
3,Marlon Harewood,,eng ENG,FW,31-059,65,0,0,0,,,,0,0,,,,,,,0,,
4,Matt Phillips,,sct SCO,"DF,FW",19-224,25,0,0,0,,,,0,0,,,,,,,0,,
5,David Vaughan,,wls WAL,MF,27-247,90,0,0,0,,,,0,0,,,,,,,0,,
6,Charlie Adam,,sct SCO,MF,24-317,65,0,0,0,,,,0,0,,,,,,,0,,
7,Keith Southern,,eng ENG,MF,29-182,25,0,0,0,,,,0,0,,,,,,,0,,
8,Gary Taylor-Fletcher,,eng ENG,"FW,MF",29-141,90,0,0,0,,,,0,0,,,,,,,0,,
9,Stephen Crainey,,sct SCO,DF,29-123,90,0,0,0,,,,0,0,,,,,,,0,,
10,Ian Evatt,,eng ENG,DF,28-338,90,0,0,0,,,,0,0,,,,,,,0,,
11,Craig Cathcart,,nir NIR,DF,21-259,90,0,0,0,,,,0,0,,,,,,,0,,
12,Neal Eardley,,wls WAL,DF,21-351,90,0,0,0,,,,1,0,,,,,,,0,,
13,Matt Gilks,,sct SCO,GK,28-141,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,0,0,0,,,,1,0,,,,,,,0,,
