,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Garry O'Connor,,sct SCO,FW,27-169,82,0,0,0,,,,0,0,,,,,,,0,,
1,Matt Derbyshire,,eng ENG,FW,24-192,8,0,0,0,,,,0,0,,,,,,,0,,
2,Nikola Žigić,,rs SRB,FW,30-028,90,1,0,0,,,,1,0,,,,,,,0,,
3,Keith Fahey,,ie IRL,MF,27-281,65,0,0,0,,,,0,0,,,,,,,0,,
4,Lee Bowyer,,eng ENG,MF,33-293,25,0,0,0,,,,0,0,,,,,,,0,,
5,Alexander Hleb,,by BLR,MF,29-175,73,0,0,0,,,,0,0,,,,,,,0,,
6,David Murphy,,eng ENG,DF,26-236,17,0,0,0,,,,0,0,,,,,,,0,,
7,Barry Ferguson,,sct SCO,MF,32-263,90,0,0,0,,,,0,0,,,,,,,0,,
8,Sebastian Larsson,,se SWE,MF,25-139,90,0,0,0,,,,0,0,,,,,,,0,,
9,Liam Ridgewell,,eng ENG,DF,26-094,90,1,0,0,,,,0,0,,,,,,,0,,
10,Scott Dann,,eng ENG,DF,23-251,90,0,0,0,,,,0,0,,,,,,,0,,
11,Roger Johnson,,eng ENG,DF,27-178,90,0,0,0,,,,0,0,,,,,,,0,,
12,Stephen Carr,,ie IRL,DF,34-055,90,0,0,0,,,,0,0,,,,,,,0,,
13,Ben Foster,,eng ENG,GK,27-203,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,2,0,0,,,,1,0,,,,,,,0,,
