,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Daniel James,20.0,wls WAL,FW,24-073,70,4,9,44.4,58,29,2,2,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,1,1,0,2
1,Tyler Roberts,11.0,wls WAL,FW,23-010,20,2,6,33.3,15,3,2,3,66.7,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0
2,Jack Harrison,22.0,eng ENG,LW,25-063,90,23,41,56.1,357,96,13,20,65.0,8,12,66.7,2,6,33.3,0,0.1,0.1,2,1,3,1,5
3,Raphinha,10.0,br BRA,RW,25-039,90,18,37,48.6,261,104,11,18,61.1,5,10,50.0,1,7,14.3,0,0.2,0.2,2,1,2,0,2
4,Rodrigo,19.0,es ESP,"AM,DM",30-322,90,32,42,76.2,519,202,21,25,84.0,4,6,66.7,5,9,55.6,0,0.0,0.1,0,4,3,0,8
5,Mateusz Klich,43.0,pl POL,DM,31-223,79,28,34,82.4,339,82,21,24,87.5,3,4,75.0,1,1,100.0,0,0.0,0.0,0,1,0,0,3
6,Joe Gelhardt,30.0,eng ENG,AM,19-263,11,2,3,66.7,20,4,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
7,Robin Koch,5.0,de GER,DM,25-189,90,24,35,68.6,405,134,13,17,76.5,8,13,61.5,2,4,50.0,0,0.0,0.0,1,0,1,0,4
8,Stuart Dallas,15.0,nir NIR,LB,30-278,90,57,65,87.7,999,357,31,32,96.9,20,22,90.9,6,11,54.5,0,0.0,0.0,0,10,1,1,10
9,Pascal Struijk,21.0,nl NED,CB,22-164,90,70,80,87.5,1220,372,23,26,88.5,43,44,97.7,2,7,28.6,0,0.0,0.0,0,9,0,0,9
10,Diego Llorente,14.0,es ESP,CB,28-159,90,73,83,88.0,1379,441,28,31,90.3,37,39,94.9,8,12,66.7,0,0.0,0.0,0,5,0,0,5
11,Luke Ayling,2.0,eng ENG,RB,30-150,90,46,58,79.3,697,310,28,30,93.3,15,19,78.9,2,7,28.6,0,0.0,0.0,1,4,1,0,8
12,Illan Meslier,1.0,fr FRA,GK,21-326,90,30,35,85.7,609,334,12,12,100.0,12,12,100.0,6,11,54.5,0,0.0,0.0,0,0,0,0,0
13,13 Players,,,,,990,409,528,77.5,6878,2468,207,243,85.2,157,184,85.3,35,77,45.5,0,0.4,0.6,6,36,12,2,56
