,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Raúl Jiménez,9.0,mx MEX,FW,27-235,90,19,26,73.1,285,32,9,11,81.8,7,11,63.6,1,1,100.0,0,0.0,0.0,0,0,0,0,1
1,Adama Traoré,37.0,es ESP,FW,22-335,45,6,7,85.7,50,4,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
2,Ivan Cavaleiro,7.0,pt POR,"LW,FW",25-069,45,27,37,73.0,419,98,14,16,87.5,9,14,64.3,2,4,50.0,0,0.1,0.1,2,3,1,1,2
3,Morgan Gibbs-White,17.0,eng ENG,AM,18-333,62,20,25,80.0,286,46,10,12,83.3,6,7,85.7,2,2,100.0,0,0.0,0.0,0,2,1,0,4
4,Hélder Costa,10.0,ao ANG,RW,24-348,28,7,10,70.0,104,0,5,6,83.3,1,2,50.0,1,1,100.0,0,0.0,0.0,1,0,0,0,0
5,Romain Saïss,27.0,ma MAR,CM,28-275,90,90,113,79.6,1839,555,33,37,89.2,37,46,80.4,16,22,72.7,0,0.1,0.1,2,14,2,2,17
6,João Moutinho,28.0,pt POR,CM,32-109,90,87,104,83.7,1670,405,33,36,91.7,42,47,89.4,12,18,66.7,0,0.1,0.2,2,10,3,0,21
7,Jonny Castro,19.0,es ESP,"WB,LM",24-298,81,56,66,84.8,716,116,38,39,97.4,16,19,84.2,1,2,50.0,0,0.1,0.1,2,1,1,1,3
8,Rúben Vinagre,29.0,pt POR,LM,19-261,9,12,15,80.0,141,52,10,11,90.9,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,2
9,Matt Doherty,2.0,ie IRL,"WB,RM",26-344,90,52,67,77.6,896,327,25,29,86.2,19,25,76.0,5,8,62.5,0,0.0,0.0,1,6,0,0,7
10,Willy Boly,15.0,ci CIV,CB,27-326,90,89,98,90.8,1559,521,43,45,95.6,40,42,95.2,6,9,66.7,0,0.0,0.0,0,5,0,0,6
11,Conor Coady,16.0,eng ENG,CB,25-304,90,76,81,93.8,1861,725,14,14,100.0,37,37,100.0,23,28,82.1,0,0.0,0.0,0,7,0,0,5
12,Ryan Bennett,5.0,eng ENG,CB,28-295,90,59,66,89.4,1195,229,19,20,95.0,31,32,96.9,8,13,61.5,0,0.0,0.0,0,2,0,0,4
13,Rui Patrício,11.0,pt POR,GK,30-314,90,21,26,80.8,652,517,1,1,100.0,11,11,100.0,9,14,64.3,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,621,741,83.8,11673,3627,257,280,91.8,259,296,87.5,86,123,69.9,0,0.5,0.6,10,50,8,4,72
