,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Gabriel Jesus,33.0,br BRA,"FW,LW",20-145,81,0,0,0,2,4,2,0,0,1,0,0,0,0,0,2,0.0
1,Leroy Sané,19.0,de GER,"LW,CM",21-227,9,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,
2,Raheem Sterling,7.0,eng ENG,"LW,RW",22-261,89,2,1,1,1,2,1,0,1,0,0,0,0,3,1,1,50.0
3,Bernardo Silva,20.0,pt POR,RW,23-016,65,0,0,0,1,2,0,1,0,1,0,0,0,4,0,0,
4,Sergio Agüero,10.0,ar ARG,FW,29-085,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
5,David Silva,21.0,es ESP,LM,31-230,89,1,0,0,0,2,0,1,0,0,0,0,0,4,1,0,100.0
6,John Stones,5.0,eng ENG,"CB,LM",23-090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,Fernandinho,25.0,br BRA,CM,32-114,90,0,0,0,1,1,0,0,0,1,0,0,0,8,6,1,85.7
8,Kevin De Bruyne,17.0,be BEL,RM,26-059,90,0,0,0,0,0,0,8,1,2,0,0,0,12,1,2,33.3
9,Benjamin Mendy,22.0,fr FRA,LB,23-040,90,1,0,0,3,0,0,11,3,0,0,0,0,7,2,3,40.0
10,Nicolás Otamendi,30.0,ar ARG,CB,29-195,90,1,0,0,3,1,0,0,6,2,0,0,0,10,4,2,66.7
11,Vincent Kompany,4.0,be BEL,CB,31-138,90,1,0,0,2,0,0,0,0,1,0,0,0,3,5,1,83.3
12,Danilo,3.0,br BRA,RB,26-042,90,0,0,0,1,0,0,4,1,0,0,0,0,4,2,1,66.7
13,Ederson,31.0,br BRA,GK,24-009,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
14,14 Players,,,,,989,6,1,1,14,13,3,27,12,8,0,0,0,57,23,13,63.9
