,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2019-08-09,20:00 ,Premier League,Matchweek 1,Fri,Away,L,1,4,Liverpool,0.9,1.8,43,"53,333",Grant Hanley,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/928467bd/Liverpool-Norwich-City-August-9-2019-Premier-League,
1,2019-08-17,15:00 ,Premier League,Matchweek 2,Sat,Home,W,3,1,Newcastle Utd,1.7,0.9,63,"27,059",Grant Hanley,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/3ea63f4b/Norwich-City-Newcastle-United-August-17-2019-Premier-League,
2,2019-08-24,12:30 ,Premier League,Matchweek 3,Sat,Home,L,2,3,Chelsea,1.1,1.5,46,"27,032",Grant Hanley,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/4f4fd2d8/Norwich-City-Chelsea-August-24-2019-Premier-League,
4,2019-08-31,15:00 ,Premier League,Matchweek 4,Sat,Away,L,0,2,West Ham,1.4,2.0,52,"59,950",Christoph Zimmermann,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/164148a8/West-Ham-United-Norwich-City-August-31-2019-Premier-League,
5,2019-09-14,17:30 ,Premier League,Matchweek 5,Sat,Home,W,3,2,Manchester City,1.5,2.3,32,"27,035",Alexander Tettey,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/1c7bccd4/Norwich-City-Manchester-City-September-14-2019-Premier-League,
6,2019-09-21,15:00 ,Premier League,Matchweek 6,Sat,Away,L,0,2,Burnley,0.8,2.0,58,"19,712",Alexander Tettey,4-2-3-1,David Coote,https://fbref.com/en/matches/f97b0ce8/Burnley-Norwich-City-September-21-2019-Premier-League,
7,2019-09-28,15:00 ,Premier League,Matchweek 7,Sat,Away,L,0,2,Crystal Palace,0.7,1.5,55,"25,477",Ben Godfrey,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/3b180c0d/Crystal-Palace-Norwich-City-September-28-2019-Premier-League,
8,2019-10-05,15:00 ,Premier League,Matchweek 8,Sat,Home,L,1,5,Aston Villa,2.6,3.0,57,"27,045",Ben Godfrey,4-2-3-1,Andy Madley,https://fbref.com/en/matches/e50b8e5b/Norwich-City-Aston-Villa-October-5-2019-Premier-League,
9,2019-10-19,15:00 ,Premier League,Matchweek 9,Sat,Away,D,0,0,Bournemouth,0.4,0.7,52,"10,669",Alexander Tettey,4-1-4-1,Lee Mason,https://fbref.com/en/matches/d71c01eb/Bournemouth-Norwich-City-October-19-2019-Premier-League,
10,2019-10-27,16:30 ,Premier League,Matchweek 10,Sun,Home,L,1,3,Manchester Utd,1.0,4.2,46,"27,108",Alexander Tettey,4-1-4-1,Stuart Attwell,https://fbref.com/en/matches/a31a1d67/Norwich-City-Manchester-United-October-27-2019-Premier-League,
11,2019-11-02,15:00 ,Premier League,Matchweek 11,Sat,Away,L,0,2,Brighton,0.4,2.7,42,"30,539",Alexander Tettey,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/21f39009/Brighton-and-Hove-Albion-Norwich-City-November-2-2019-Premier-League,
12,2019-11-08,20:00 ,Premier League,Matchweek 12,Fri,Home,L,0,2,Watford,0.7,1.3,66,"27,074",Alexander Tettey,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/e92f4d2c/Norwich-City-Watford-November-8-2019-Premier-League,
13,2019-11-23,15:00 ,Premier League,Matchweek 13,Sat,Away,W,2,0,Everton,1.7,0.9,43,"39,241",Alexander Tettey,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/464461f5/Everton-Norwich-City-November-23-2019-Premier-League,
14,2019-12-01,14:00 ,Premier League,Matchweek 14,Sun,Home,D,2,2,Arsenal,0.8,1.9,40,"27,067",Christoph Zimmermann,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/39fce32e/Norwich-City-Arsenal-December-1-2019-Premier-League,
15,2019-12-04,19:30 ,Premier League,Matchweek 15,Wed,Away,L,1,2,Southampton,0.9,1.7,60,"27,019",Christoph Zimmermann,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/367829b6/Southampton-Norwich-City-December-4-2019-Premier-League,
16,2019-12-08,14:00 ,Premier League,Matchweek 16,Sun,Home,L,1,2,Sheffield Utd,0.7,0.8,58,"26,881",Alexander Tettey,4-2-3-1,Simon Hooper,https://fbref.com/en/matches/529b20fa/Norwich-City-Sheffield-United-December-8-2019-Premier-League,
17,2019-12-14,15:00 ,Premier League,Matchweek 17,Sat,Away,D,1,1,Leicester City,1.1,1.1,43,"32,101",Alexander Tettey,4-2-3-1,Andy Madley,https://fbref.com/en/matches/3b2eb152/Leicester-City-Norwich-City-December-14-2019-Premier-League,
18,2019-12-21,15:00 ,Premier League,Matchweek 18,Sat,Home,L,1,2,Wolves,1.3,1.4,50,"27,053",Grant Hanley,4-2-3-1,Peter Bankes,https://fbref.com/en/matches/223124ce/Norwich-City-Wolverhampton-Wanderers-December-21-2019-Premier-League,
19,2019-12-26,15:00 ,Premier League,Matchweek 19,Thu,Away,L,0,1,Aston Villa,1.2,0.6,57,"41,289",Grant Hanley,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/010301bf/Aston-Villa-Norwich-City-December-26-2019-Premier-League,
20,2019-12-28,17:30 ,Premier League,Matchweek 20,Sat,Home,D,2,2,Tottenham,0.2,1.9,42,"27,072",Grant Hanley,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/a6e8ab71/Norwich-City-Tottenham-Hotspur-December-28-2019-Premier-League,
21,2020-01-01,17:30 ,Premier League,Matchweek 21,Wed,Home,D,1,1,Crystal Palace,1.4,1.3,41,"27,021",Grant Hanley,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/5bbec2c4/Norwich-City-Crystal-Palace-January-1-2020-Premier-League,
23,2020-01-11,15:00 ,Premier League,Matchweek 22,Sat,Away,L,0,4,Manchester Utd,0.3,2.9,40,"73,271",Grant Hanley,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/db192bf5/Manchester-United-Norwich-City-January-11-2020-Premier-League,
