,num,joueur
0,,Pavel Pogrebnyak
1,,Jimmy Kébé
2,,Jobi McAnuff
3,,Nicky Shorey
4,,Adrian Mariappa
5,,Jem Karacan
6,,Shaun Cummings
7,,Jay Tabb
8,,Noel Hunt
9,,
10,,Stuart Taylor
