,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Bakary Sako,26.0,ml MLI,FW,29-157,73,0,0,0,0,0,0,4,0.0,4,1,0,1,0,0,0,0
1,Freddie Ladapo,19.0,eng ENG,FW,24-241,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Jeffrey Schlupp,15.0,gh GHA,LW,24-281,67,1,1,1,0,0,0,0,,0,2,1,1,0,1,0,0
3,James McArthur,18.0,sct SCO,LW,29-358,23,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0
4,Andros Townsend,10.0,eng ENG,RW,26-076,90,4,2,1,2,1,2,4,50.0,2,3,0,3,2,6,0,0
5,Jason Puncheon,42.0,eng ENG,LM,31-104,68,2,0,0,2,0,0,0,,0,1,0,1,0,2,0,0
6,Jaïro Riedewald,44.0,nl NED,RW,21-021,22,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
7,Luka Milivojević,4.0,rs SRB,CM,26-176,90,3,2,1,2,0,2,3,66.7,1,3,0,3,2,5,2,0
8,Yohan Cabaye,7.0,fr FRA,RM,31-259,90,2,0,0,2,0,2,5,40.0,3,1,0,1,1,3,0,0
9,Patrick van Aanholt,3.0,nl NED,LB,27-032,90,3,2,1,1,1,1,1,100.0,0,0,0,0,0,3,3,0
10,Damien Delaney,27.0,ie IRL,CB,36-072,90,2,1,2,0,0,1,1,100.0,0,4,3,1,3,5,7,0
11,Mamadou Sakho,12.0,fr FRA,CB,27-229,90,1,1,0,1,0,0,0,,0,1,0,1,2,3,4,0
12,Joel Ward,2.0,eng ENG,RB,27-336,90,1,1,1,0,0,1,3,33.3,2,1,1,0,2,3,2,0
13,Wayne Hennessey,13.0,wls WAL,GK,30-249,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
14,14 Players,,,,,990,20,11,7,11,2,10,22,45.5,12,18,5,13,14,34,18,0
