,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Darren Bent,,eng ENG,FW,27-090,90,0,0,0,,,,0,0,,,,,,,0,,
1,Emile Heskey,,eng ENG,FW,33-116,45,0,0,0,,,,1,0,,,,,,,0,,
2,Marc Albrighton,,eng ENG,"DF,FW",21-170,45,0,0,0,,,,0,0,,,,,,,0,,
3,Ashley Young,,eng ENG,"DF,FW",25-302,90,1,0,0,,,,1,0,,,,,,,0,,
4,Nigel Reo-Coker,,eng ENG,MF,26-358,90,0,0,0,,,,0,0,,,,,,,0,,
5,Stiliyan Petrov,,bg BUL,MF,31-306,90,0,1,0,,,,0,0,,,,,,,0,,
6,Stewart Downing,,eng ENG,"FW,MF",26-289,90,0,0,0,,,,0,0,,,,,,,0,,
7,Luke Young,,eng ENG,DF,31-292,90,0,0,0,,,,0,0,,,,,,,0,,
8,Richard Dunne,,ie IRL,DF,31-228,90,0,0,0,,,,0,0,,,,,,,0,,
9,James Collins,,wls WAL,DF,27-257,90,0,0,0,,,,0,0,,,,,,,0,,
10,Kyle Walker,,eng ENG,"DF,MF",20-344,90,0,0,0,,,,0,0,,,,,,,0,,
11,Brad Friedel,,us USA,GK,39-354,90,0,0,0,,,,0,0,,,,,,,0,,
12,12 Players,,,,,990,1,1,0,,,,2,0,,,,,,,0,,
