,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Ferrán Torres,21.0,es ESP,"FW,RM",20-294,71,20,2,4,9,7,1,20,1,0,0.0,1,100.0,13,65,36,1,0,1,1,1,13,0
1,Riyad Mahrez,26.0,dz ALG,RM,29-302,19,15,0,0,5,11,4,15,4,2,50.0,2,50.0,14,74,23,1,1,2,0,1,13,2
2,Raheem Sterling,7.0,eng ENG,"LM,LW",26-011,90,49,2,5,21,24,6,49,8,2,25.0,6,75.0,34,191,80,4,1,2,1,2,36,10
3,Bernardo Silva,20.0,pt POR,"FW,RW",26-131,90,55,1,4,23,29,3,55,6,3,50.0,3,50.0,42,211,121,1,2,1,2,0,44,9
4,Kevin De Bruyne,17.0,be BEL,"FW,AM",29-174,90,61,0,2,28,33,1,61,5,5,100.0,0,0.0,45,249,133,3,5,0,5,4,46,17
5,Rodri,16.0,es ESP,"CM,DM",24-180,90,90,1,20,63,7,0,90,0,0,,0,,64,201,35,0,0,0,2,0,65,0
6,İlkay Gündoğan,8.0,de GER,"CM,DM",30-056,90,70,0,7,48,15,1,70,3,1,33.3,2,66.7,53,195,113,2,3,0,0,1,60,0
7,João Cancelo,27.0,pt POR,LB,26-206,90,73,2,22,45,6,1,73,1,0,0.0,1,100.0,39,126,67,2,1,0,1,1,37,3
8,Rúben Dias,3.0,pt POR,CB,23-219,90,70,10,38,32,0,0,70,0,0,,0,,52,151,57,0,0,0,0,0,49,0
9,John Stones,5.0,eng ENG,CB,26-205,90,72,10,32,38,2,1,72,0,0,,0,,49,253,87,0,0,0,0,0,52,1
10,Kyle Walker,2.0,eng ENG,RB,30-205,90,90,5,26,57,8,0,90,3,3,100.0,0,0.0,58,207,100,3,1,0,0,1,56,2
11,Ederson,31.0,br BRA,GK,27-124,90,36,30,36,0,0,0,36,0,0,,0,,23,116,87,0,0,0,0,0,18,0
12,12 Players,,,,,990,701,63,196,369,142,18,701,31,16,51.6,15,48.4,486,2039,939,17,14,6,12,11,489,44
