,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Matěj Vydra,27.0,cz CZE,FW,28-148,90,14,14,0,0,0,0,1,0,0,0,0,0,10,0,0
1,Chris Wood,9.0,nz NZL,FW,28-294,90,22,22,0,0,0,0,0,0,0,0,0,0,13,0,0
2,Dwight McNeil,11.0,eng ENG,LM,20-309,90,55,49,6,1,0,1,13,3,2,2,0,0,35,0,1
3,Dale Stephens,16.0,eng ENG,CM,31-106,90,52,52,0,0,0,0,0,0,0,0,0,0,44,0,1
4,Ashley Westwood,18.0,eng ENG,CM,30-178,90,91,77,14,5,0,1,7,1,6,5,0,0,69,0,2
5,Josh Brownhill,8.0,eng ENG,RM,24-282,90,40,40,0,0,0,0,1,0,0,0,0,0,31,0,1
6,Charlie Taylor,3.0,eng ENG,LB,27-008,90,82,71,11,0,0,0,6,11,0,0,0,0,60,0,1
7,Jimmy Dunne,34.0,ie IRL,CB,22-343,90,62,62,0,0,0,0,0,0,0,0,0,0,43,0,0
8,Kevin Long,28.0,ie IRL,CB,30-039,90,68,65,3,1,0,0,0,2,0,0,0,0,48,0,2
9,Phil Bardsley,26.0,sct SCO,RB,35-090,90,74,54,20,0,0,0,6,20,0,0,0,0,47,0,5
10,Nick Pope,1.0,eng ENG,GK,28-160,90,39,30,7,3,0,0,0,0,0,0,0,0,17,2,0
11,11 Players,,,,,990,599,536,61,10,0,2,34,37,8,7,0,0,417,2,13
