,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Harry Kane,10.0,eng ENG,FW,28-255,90,14,16,87.5,269,120,6,6,100.0,5,7,71.4,2,2,100.0,2,0.7,0.0,4,3,0,0,7
1,Son Heung-min,7.0,kr KOR,LW,29-275,77,6,13,46.2,96,32,3,4,75.0,0,2,0.0,1,4,25.0,0,0.0,0.0,0,1,0,0,2
2,Lucas Moura,27.0,br BRA,"RW,LW",29-239,13,5,7,71.4,78,8,3,3,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,1,0,0,1
3,Dejan Kulusevski,21.0,se SWE,RW,21-349,83,14,18,77.8,163,18,9,11,81.8,3,3,100.0,0,0,,1,0.1,0.1,1,0,0,0,0
4,Steven Bergwijn,23.0,nl NED,LW,24-183,7,5,6,83.3,70,16,2,2,100.0,2,3,66.7,0,0,,0,0.0,0.1,0,0,1,0,1
5,Matt Doherty,2.0,ie IRL,LM,30-083,20,4,5,80.0,56,7,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
6,Sergio Reguilón,3.0,es ESP,LM,25-114,70,20,30,66.7,373,95,9,12,75.0,8,11,72.7,2,3,66.7,0,0.0,0.1,0,0,2,0,4
7,Pierre Højbjerg,5.0,dk DEN,CM,26-247,90,69,76,90.8,957,193,45,47,95.7,16,17,94.1,4,5,80.0,0,0.0,0.0,0,1,0,0,1
8,Rodrigo Bentancur,30.0,uy URU,CM,24-288,90,49,53,92.5,845,180,24,25,96.0,19,20,95.0,4,4,100.0,0,0.0,0.0,0,3,0,0,3
9,Emerson,12.0,br BRA,RM,23-085,90,49,56,87.5,639,72,30,31,96.8,15,17,88.2,1,1,100.0,0,0.1,0.0,1,0,0,0,1
10,Ben Davies,33.0,wls WAL,CB,28-350,90,43,45,95.6,746,291,18,18,100.0,21,21,100.0,3,5,60.0,0,0.0,0.0,0,3,0,0,3
11,Eric Dier,15.0,eng ENG,CB,28-084,90,66,72,91.7,1205,461,29,29,100.0,29,30,96.7,7,12,58.3,0,0.0,0.0,0,0,0,0,0
12,Cristian Romero,4.0,ar ARG,CB,23-347,90,55,64,85.9,1020,377,17,18,94.4,32,33,97.0,4,8,50.0,0,0.0,0.0,0,0,0,0,1
13,Hugo Lloris,1.0,fr FRA,GK,35-104,90,24,28,85.7,497,228,12,13,92.3,6,7,85.7,6,8,75.0,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,990,423,489,86.5,7014,2098,208,220,94.5,160,176,90.9,34,53,64.2,3,0.9,0.3,6,13,3,0,24
