,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2017-08-13,16:00 ,Premier League,Matchweek 1,Sun,Away,L,0,4,Manchester Utd,0.5,2.1,45,"74,928",Mark Noble,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/f5d1f6f4/Manchester-United-West-Ham-United-August-13-2017-Premier-League,
1,2017-08-19,15:00 ,Premier League,Matchweek 2,Sat,Away,L,2,3,Southampton,2.0,2.1,34,"31,424",Mark Noble,4-2-3-1,Lee Mason,https://fbref.com/en/matches/4dc6e9ad/Southampton-West-Ham-United-August-19-2017-Premier-League,
3,2017-08-26,15:00 ,Premier League,Matchweek 3,Sat,Away,L,0,3,Newcastle Utd,0.6,2.3,63,"52,093",Mark Noble,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/b7de45b7/Newcastle-United-West-Ham-United-August-26-2017-Premier-League,
4,2017-09-11,20:00 ,Premier League,Matchweek 4,Mon,Home,W,2,0,Huddersfield,1.7,0.4,44,"56,977",Winston Reid,3-4-3,Kevin Friend,https://fbref.com/en/matches/74758ffd/West-Ham-United-Huddersfield-Town-September-11-2017-Premier-League,
5,2017-09-16,15:00 ,Premier League,Matchweek 5,Sat,Away,D,0,0,West Brom,0.3,0.7,63,"24,942",Winston Reid,3-4-3,Paul Tierney,https://fbref.com/en/matches/e0e9e784/West-Bromwich-Albion-West-Ham-United-September-16-2017-Premier-League,
7,2017-09-23,12:30 ,Premier League,Matchweek 6,Sat,Home,L,2,3,Tottenham,0.6,1.2,49,"56,988",Mark Noble,3-4-3,Michael Oliver,https://fbref.com/en/matches/8c97796b/West-Ham-United-Tottenham-Hotspur-September-23-2017-Premier-League,
8,2017-09-30,15:00 ,Premier League,Matchweek 7,Sat,Home,W,1,0,Swansea City,0.7,0.2,44,"56,922",Mark Noble,4-4-2,Roger East,https://fbref.com/en/matches/6d059e4e/West-Ham-United-Swansea-City-September-30-2017-Premier-League,
9,2017-10-14,15:00 ,Premier League,Matchweek 8,Sat,Away,D,1,1,Burnley,0.9,1.2,38,"20,945",Winston Reid,4-4-2,Stuart Attwell,https://fbref.com/en/matches/1cf63700/Burnley-West-Ham-United-October-14-2017-Premier-League,
10,2017-10-20,20:00 ,Premier League,Matchweek 9,Fri,Home,L,0,3,Brighton,0.7,1.4,65,"56,977",Winston Reid,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/2f83e2ec/West-Ham-United-Brighton-and-Hove-Albion-October-20-2017-Premier-League,
12,2017-10-28,15:00 ,Premier League,Matchweek 10,Sat,Away,D,2,2,Crystal Palace,0.8,2.6,45,"25,242",Mark Noble,3-5-2,Robert Madley,https://fbref.com/en/matches/4ee00470/Crystal-Palace-West-Ham-United-October-28-2017-Premier-League,
